ISBN	タイトル	サブタイトル	著者	著者2	版表示	出版社	発売者	出版年月	ページ数等	大きさ	付属資料の種類と形態	シリーズ名・シリーズ番号	シリーズ名・シリーズ番号2	シリーズ名・シリーズ番号3	各巻のタイトル	本体価格	セット本体価格
978-4-8347-4482-8	こもの作りの基礎ノート	バッグ・ポーチ・布こもの				ブティック社		2017.10	96p	26cm		レディブティックシリーズ 4482				¥1389	
978-4-8347-4483-5	エコクラフトでかごを作りましょ!	収納かご・マルシェバッグ…etc.			改訂版	ブティック社		2017.10	104p	26cm		レディブティックシリーズ 4483	ハマナカエコクラフト作品集			¥944	
978-4-8347-4484-2	スポンジで作るふわぽよ手作りスクイーズ					ブティック社		2017.10	64p	21×21cm		レディブティックシリーズ 4484				¥926	
978-4-8347-4485-9	立体で楽しむ花の折り紙あそび		林弘美 著			ブティック社		2017.10	112p	26cm		レディブティックシリーズ 4485				¥1111	
978-4-8347-4486-6	ディズニーロマンティック切り絵	美しい切り絵で魅せる、ディズニー感動の名シーンたち。	Atelier*Naco 著			ブティック社		2017.10	80p	26cm		レディブティックシリーズ 4486				¥1204	
978-4-8347-4487-3	女の子のかわいい毎日服	一年中の毎日の服をママの手作りで!			改訂版	ブティック社		2017.10	96p	30cm		レディブティックシリーズ 4487				¥972	
978-4-8347-4488-0	今持ちたいフリルとリボンのバッグ	着こなしのアクセントになる、大人可愛いデザインが満載				ブティック社		2017.10	88p	26cm		レディブティックシリーズ 4488				¥972	
978-4-8347-4489-7	つまみ細工の花ごよみ	生花を凌ぐ美しさ	かわらしや 著			ブティック社		2017.10	80p	26cm		レディブティックシリーズ 4489				¥1111	
978-4-8347-4490-3	かぎ針編みのマンダラ30モチーフ	中心から編む円形モチーフ	ハーフナー・リンセン 著	石黒陽子 訳		ブティック社		2017.9	128p	23×23cm		レディブティックシリーズ 4490				¥1389	
978-4-8347-4491-0	アクレーヌで作るディズニーツムツムマスコット	ニードル&くるくるボンボン	佐々木公子 著			ブティック社		2017.10	64p	21×21cm		レディブティックシリーズ 4491				¥1000	
978-4-8347-4492-7	ディズニーパーティークラフト	切って、貼って、飾るだけ。キャラクターたちのデコレーションを楽しもう!			改訂版	ブティック社		2017.10	88p	26cm		レディブティックシリーズ 4492				¥944	
978-4-8347-4494-1	シニア世代のお洒落な秋冬日常着					ブティック社		2017.10	88p	26cm		レディブティックシリーズ 4494				¥1000	
978-4-8347-4495-8	おゆうぎ会の服とこもの				増補改訂版	ブティック社		2017.10	120p	26cm		レディブティックシリーズ 4495				¥1111	
978-4-8347-4496-5	ディズニーニットクッション	ふっくらと弾力のある手編みのクッション全40点				ブティック社		2017.10	96p	26cm		レディブティックシリーズ 4496				¥1000	
978-4-8347-4497-2	柴田明美小さなかわいいキルト	Akemi Shibata Special Patchwork Designs	柴田明美 著			ブティック社		2017.10	88p	26cm		レディブティックシリーズ 4497				¥1296	
978-4-8347-4498-9	伝承折り紙事典	定番がつまった折り紙の決定版				ブティック社		2017.10	144p	26cm		レディブティックシリーズ 4498				¥1296	
978-4-8347-7488-7	プロが教える庭づくりのアイデア240&実例43	これ1冊で緑あふれるすてきな庭がつくれる!				ブティック社		2017.10	160p	26cm		ブティック・ムック 1388				¥1389	
978-4-8347-7489-4	3Dパズル塗り絵 動物編	Color by Numbers	John Woodcock 著	佐々木曜 訳		ブティック社		2017.10	30枚	37cm		ブティック・ムック 1389			数字ごとに色を塗っていけば、迫力あふれる動物たちが現れる躍動感あふれる塗り絵の世界へ旅しよう!	¥1204	
978-4-8350-7865-6	資料集・戦時下「日本仏教」の国際交流 第3期第6巻		龍谷大学アジア仏教文化研究センター「戦時下「日本仏教」の国際交流」研究班(G1・UB・S2) 編		編集復刻版	不二出版		2017.9	477p	27cm		龍谷大学アジア仏教文化研究叢書 4			中国仏教との提携	¥23000	2巻セット¥46000
978-4-8350-7866-3	資料集・戦時下「日本仏教」の国際交流 第3期第7巻		龍谷大学アジア仏教文化研究センター「戦時下「日本仏教」の国際交流」研究班(G1・UB・S2) 編		編集復刻版	不二出版		2017.9	258p	27cm		龍谷大学アジア仏教文化研究叢書 4			中国仏教との提携	¥23000	2巻セット¥46000
978-4-8350-7967-7	旅行満洲 第6巻				復刻版	不二出版		2017.8	1冊	27cm					第4巻第10号〜第5巻第1号(昭和12年10月〜昭和13年1月)	¥25000	3巻セット¥75000
978-4-8350-7968-4	旅行満洲 第7巻				復刻版	不二出版		2017.8	1冊	27cm					第5巻第2号〜第5号(昭和13年2月〜5月)	¥25000	3巻セット¥75000
978-4-8350-7969-1	旅行満洲 第8巻				復刻版	不二出版		2017.8	1冊	27cm					第5巻第6号〜第9号(昭和13年6月〜9月)	¥25000	3巻セット¥75000
978-4-8356-3065-6	関西ぶらり食の旅	気軽に日帰りだってOK!行かなきゃ味わえない食の旅。				ぴあ株式会社関西支社		2017.9	98p	23cm		ぴあMOOK関西				¥690	
978-4-8356-3279-7	ぴあMUSIC COMPLEX Vol.10	PMC				ぴあ		2017.9	112p	29cm		ぴあMOOK			ミュージシャンと野外!ASIAN KUNG-FU GENERATION/WANIMA/BABYMETAL	¥1111	
978-4-8356-3292-6	ラーメンぴあ 2018	首都圏版				ぴあ		2017.10	122p	30cm		ぴあMOOK			今食べるべき400軒はこれっ!	¥780	
978-4-8356-3315-2	ぴあウイスキー入門	粋に愉しむ大人の酒				ぴあ		2017.9	98p	26cm		ぴあMOOK				¥680	
978-4-8356-3319-0	所沢食本ぴあ	入間・狭山・新所沢 所沢・入間・狭山の地元で人気のお店、大集合				ぴあ		2017.9	78p	30cm		ぴあMOOK				¥920	
978-4-8356-3826-3	菅ちゃん英語で道案内しよッ!		菅広文 著			ぴあ株式会社関西支社		2017.9	183p	19cm						¥1000	
978-4-8356-3832-4	山田全自動でござる		山田全自動 著			ぴあ		2017.9	127p	19cm						¥1000	
978-4-8376-6449-9	干しブドウ酢でやせる!病気が治る!	テレビで大注目!肌・骨・目が若返る超健康食				マキノ出版		2017.9	64p	29cm		マキノ出版ムック				¥750	
978-4-8376-6450-5	スマートフォン疑問と悩み一発解消!	今さら聞けない基礎知識も操作方法も丸わかり!				マキノ出版		2017.9	106p	26cm		マキノ出版ムック				¥680	
978-4-8378-0479-6	経営承継を成功させる実践SWOT分析	経営計画 商品開発 新規事業 事業撤退縮小 戦略立案のメソッドとロードマップ	嶋田利広 著	尾崎竜彦 著		マネジメント社		2017.9	231p	21cm						¥1800	
978-4-8379-2697-9	薬を使わずに胃を強くする方法	寿命の太さは「お腹の強さ」で決まる!	小林びんせい 著			三笠書房		2017.9	252p	19cm						¥1300	
978-4-8379-2699-3	すぐやる人の“超えてる”思考法	成功者たちのすごい言葉	藤沢久美 監修			三笠書房		2017.9	196p	19cm						¥1300	
978-4-8387-2944-9	もうレシピ本はいらない	人生を救う最強の食卓	稲垣えみ子 著			マガジンハウス		2017.9	270p 図版16p	19cm						¥1400	
978-4-8387-2955-5	Dr.コパの風水のバイオリズム 2018年		小林祥晃 著			マガジンハウス		2017.9	231p	19cm						¥1300	
978-4-8387-5231-7	MALET	妻夫木聡・編集者デビュー! 『奥田民生になりたいボーイと出会う男すべて狂わせるガール』スピンオフマガジン				マガジンハウス		2017.10	82p	30cm		MAGAZINE HOUSE MOOK				¥907	
978-4-8387-7100-4	ハケンアニメ!		辻村深月 著			マガジンハウス		2017.9	622p	15cm		マガジンハウス文庫 つ2-1				¥880	
978-4-8399-6402-3	Androidスマホ“便利&快適”活用術	無料アプリと標準機能だけでOK!				マイナビ出版		2017.9	128p	30cm		マイナビムック				¥950	
978-4-8404-5885-6	決定版!手術室の器械・器具201	見分け方・使い方・渡し方のチエとワザがまるわかり!	山本千恵 編集			メディカ出版		2017.9	255p	26cm						¥4000	
978-4-8406-2366-7	台記	宇槐記抄・台記抄・宇槐雑抄	藤原頼長 記			八木書店古書出版部	八木書店	2017.8	273p	22×31cm		尊経閣善本影印集成 66				¥33000	
978-4-8407-4992-3	図解で学ぶPIC/S GMPガイド	Current PIC/S GMPガイドPartⅠ(医薬品製剤)の解説	榊原敏之 著		第2版	じほう		2017.8	217p	28cm	CD-ROM(1枚 12cm)					¥8000	
978-4-8407-4993-0	Dr.林&Ph.堀の危ない症候を見分ける臨床判断 Part2		林寛之 著	堀美智子 著		じほう		2017.8	101p	21cm						¥2000	
978-4-8407-4997-8	4ステップ臨床力UPエクササイズ 6	病態・治療・患者対応までまるごと身につく!	勝見章男 監修	三浦崇則 監修		じほう		2017.8	163p	21cm					腎機能編	¥2400	
978-4-8441-3730-6	I★CHU FAN MEETING BOOK	coffre au trésor				雷鳥社		2017.9	63p	29cm	DVDビデオディスク(2枚 12cm)					¥6482	
978-4-8443-6680-5	ゲーム制作現場の新戦略	企画と運営のノウハウ	多根清史 共著	大河原浩一 共著		エムディエヌコーポレーション	インプレス	2017.9	191p	24cm						¥2300	
978-4-8449-4470-6	司法試験予備試験完全整理択一六法商法 2018年版		東京リーガルマインドLEC総合研究所司法試験部 編著			東京リーガルマインド		2017.9	774p	19cm		司法試験&予備試験対策シリーズ				¥3100	
978-4-8449-5470-5	司法試験予備試験完全整理択一六法民事訴訟法 2018年版		東京リーガルマインドLEC総合研究所司法試験部 編著			東京リーガルマインド		2017.9	580p	19cm		司法試験&予備試験対策シリーズ				¥2400	
978-4-8449-9808-2	国家検定2級キャリアコンサルティング技能検定学科問題集		東京リーガルマインドLEC総合研究所キャリアコンサルタント試験部 著		第4版	東京リーガルマインド		2017.9	369p	21cm						¥2700	
978-4-8458-3513-3	ゴルゴ13 186		さいとうたかを 著			リイド社		2017.9	249p	19cm		SPコミックス			BROTHER HOOD・絆	¥593	
978-4-8458-5119-5	必修すぎる文学作品をだいたい10ページくらいの漫画で読む。	Translating required literary works into about 10 pages	ドリヤス工場 著			リイド社		2017.9	276p	19cm		torch comics				¥850	
978-4-8460-1578-7	鉄路のオベリスト	鮎川哲也翻訳セレクション	C.デイリー・キング ほか著	鮎川哲也 訳		論創社		2017.8	557p	20cm		論創海外ミステリ 192				¥4200	
978-4-8460-1630-2	霧の島のかがり火		メアリー・スチュアート 著	木村浩美 訳		論創社		2017.8	278p	20cm		論創海外ミステリ 193				¥2200	
978-4-8460-1636-4	私のすばる 125号	水上紅詩誌	水上紅 著			論創社		2017.8	30p	21cm						¥463	
978-4-8460-1639-5	ドキュメンタリー映画術		金子遊 著	羽仁進 ほか述		論創社		2017.9	266p	22cm						¥2700	
978-4-8460-1649-4	ユダヤ大悪列伝		烏賀陽正弘 著			論創社		2017.9	223p	19cm						¥1600	
978-4-8463-1192-6	KinKi Kids We're The One〜20th Anniversary Party〜	KinKi Kids PHOTOGRAPH REPORT	ジャニーズ研究会 編			鹿砦社		2017.9	95p	26cm						¥930	
978-4-8470-4931-6	別冊+act. Vol.24(2017)	CULTURE SEARCH MAGAZINE				ワニブックス		2017.8	112p	30cm		ワニムックシリーズ 232			<特集>音楽力のカタチ	¥917	
978-4-8470-4937-8	Brilliant-光り輝く	℃‐uteラスト写真集				オデッセー出版	ワニブックス	2017.9	1冊(ページ付なし)	30cm						¥2130	
978-4-8470-9580-1	ニッポンの大問題 少子“超”高齢化編	どうする?どうなる?	石破茂 著	弘兼憲史 著		ワニブックス		2017.9	222p	19cm						¥1296	
978-4-8471-4309-0	知的財産管理技能検定3級学科スピード問題集 2018年度版	最速合格!	TAC知的財産管理技能検定講座 編			早稲田経営出版		2017.9	235p	21cm						¥1400	
978-4-8471-4310-6	知的財産管理技能検定3級実技スピード問題集 2018年度版	最速合格!	TAC知的財産管理技能検定講座 編			早稲田経営出版		2017.9	263p	21cm						¥1400	
978-4-8471-4364-9	司法書士デュープロセス 7		竹下貴浩 著		新版 第3版	早稲田経営出版		2017.9	262, 5p	21cm					刑法	¥2400	
978-4-86015-412-7	保育者論	子どものかたわらに	小川圭子 編			みらい		2017.9	190p	26cm		シリーズ知のゆりかご				¥2100	
978-4-86015-416-5	Qからはじめる法学入門		榎澤幸広 編著	小川由美子 編著		みらい		2017.9	193p	26cm						¥2000	
978-4-86015-417-2	低所得者への支援と生活保護制度		渋谷哲 編		第4版	みらい		2017.9	239p	26cm						¥2300	
978-4-86028-274-5	映像情報Medical 第49巻第10号(2017年9月号)					産業開発機構株式会社映像情報メディカル編集部		2017.9	84p	26cm					整形外科における画像診断と手術支援	¥1900	
978-4-86029-467-0	毎日を平穏にするヨーガの習慣		赤根彰子 著			清流出版		2017.9	142p	17cm						¥1300	
978-4-86067-635-3	狩猟生活 VOL.2(2017)	いい山野に、いい鳥獣あり。				地球丸		2017.9	145p	29cm		CHIKYU-MARU MOOK	自然暮らしの本		特集1罠猟/特集2解体超基本	¥1400	
978-4-86079-086-8	谷本学校毒性質問箱 第19号		安全性評価研究会編集企画委員会 編			サイエンティスト社		2017.9	150p	30cm					他では聞けない、くすり開発現場の基礎知識	¥4500	
978-4-86113-683-2	中学校3年間の英語がまんがでしっかりわかる本		マルコ社 編集			マルコ社	サンクチュアリ出版	2017.9	157p	26cm						¥1100	
978-4-86140-030-8	日本の児童文学登場人物索引 単行本篇2003-2007		DBジャパン 編集			DBジャパン		2017.8	489, 47p	21cm						¥22000	
978-4-86143-134-0	ぜんまいじかけのトリュフ エピソード1		あゆみ 原案・イラスト	竹下文子 文		カミオジャパン	デジタルパブリッシングサービス	2017.9	24p	17×24cm					トリュフがトリュフになったわけ	¥1200	
978-4-86152-632-9	相撲見物	バイリンガルで楽しむ日本文化	伊藤勝治 著	デビッド・シャピロ 訳		青幻舎		2017.9	187p	19cm						¥1800	
978-4-86171-167-1	ビートルズ・ストーリー VOL.9	これがビートルズ!全活動を1年1冊にまとめたイヤー・ブック	藤本国彦 責任編集			音楽出版社		2017.10	135p	21cm		CDジャーナルムック			'70	¥1296	
978-4-86199-995-6	ライセンスフリー無線完全ガイド Vol.2	デジタル簡易無線から新CB機まで				三才ブックス		2017.8	95p	26cm		三才ムック vol.962				¥1600	
978-4-86199-996-3	キャストサイズ 2017夏の特別号					三才ブックス		2017.8	80p	30cm	DVDビデオディスク(1枚 12cm)	三才ムック vol.963			佐藤流司 黒羽麻璃央 和田雅成 荒牧慶彦 染谷俊之 財木琢磨 三浦宏規	¥1574	
978-4-86199-998-7	死ぬまでに行きたい!世界の絶景 新日本編		詩歩 著			三才ブックス		2017.9	159p	21cm						¥1296	
978-4-86207-599-4	中古を買ってリノベーション 2017Autumn & Winter		suumo 編			リクルートホールディングス		2017発売	138p	30cm		RECRUIT MOOK			経験者が語る中古リノベの秘訣	¥278	
978-4-86250-510-1	ALL HOUSE HIROSHIMA	わたしたちの家づくり新築も、不動産も、リフォームも				ザメディアジョン		2017.9	71p	30cm						¥300	
978-4-86261-132-1	八百屋のすずねえちゃん		佐藤ふさゑ 著	佐藤道明 絵		てらいんく		2017.8	151p	22cm		佐藤ふさゑの本 3				¥1600	
978-4-86276-223-8	最難関のリーダーシップ	変革をやり遂げる意志とスキル	ロナルド・A.ハイフェッツ 著	マーティ・リンスキー 著		英治出版		2017.9	463p	20cm						¥2400	
978-4-86276-246-7	私たちは子どもに何ができるのか	非認知能力を育み、格差に挑む	ポール・タフ 著	高山真由美 訳		英治出版		2017.9	171p	20cm						¥1600	
978-4-86279-444-4	日本のバイク遺産	2サイクル250cc史	佐藤康郎 監修			モーターマガジン社		2017.8	161p	30cm		モーターマガジンムック	Bikers Station			¥1852	
978-4-86279-445-1	雲はおぼえてル	RIDEXエッセイ 東本昌平エッセイ集	東本昌平 著			モーターマガジン社		2017.8	271p	21cm		Motor Magazine Mook				¥741	
978-4-86290-227-6	Z会グレードアップ問題集小学5年社会	かっこいい小学生になろう				Z会		2017.9	95p	26cm						¥1000	
978-4-86290-228-3	はじめて受けるTOEIC L&R TEST 600点攻略完全パッケージ					Z会CA	Z会	2017.9	280p	21cm	MP3ファイル収録CD-ROM(1枚 12cm)					¥1800	
978-4-86291-162-9	Rad Fan Vol.15No.10(2017SEPTEMBER)					メディカルアイ		2017.8	72p	28cm					特集1 MRI Evolution 2017 特集2インジェクター完全ガイド2017	¥2315	
978-4-86311-160-8	宿場町旅情写真紀行		清永安雄 撮影			産業編集センター		2017.9	270p	21cm		ノスタルジック・ジャパン				¥1800	
978-4-86311-161-5	スペインまるごと全17州おいしい旅		秦真紀子 著			産業編集センター		2017.9	160p	22cm		私のとっておき 43				¥1500	
978-4-86311-162-2	ドイツこだわりパンめぐり	Eine Reise in die Welt des deutschen Brotes	見市知 著・撮影			産業編集センター		2017.9	135p	22cm		私のとっておき 44				¥1500	
978-4-86311-163-9	Rengeの小さいどうぶつ刺しゅう		芹川蓮華 著			産業編集センター		2017.9	125p	21cm						¥1400	
978-4-86336-672-5	KISS&CRY	氷上の美しき勇者たち 2017-2018シーズン直前羽生結弦選手・トロント直送便〜Road to GOLD!!!				東京ニュース通信社		2017.8	70p	30cm		TOKYONEWS MOOK 通巻639号				¥907	
978-4-86336-673-2	SUMMER CANDY 2017	夏と水着と青春グラフィティー ぜんぶ、夏のせいだ。				東京ニュース通信社		2017.9	97p	30cm		TOKYONEWS MOOK 通巻640号				¥1389	
978-4-86336-676-3	『仮面ライダービルド』キャラクターブック No0		冨永智子 撮影			東京ニュース通信社		2017.9	79p	30cm		TOKYO NEWS MOOK 通巻643号	TVガイド		BINDING	¥2600	
978-4-86338-189-6	チョコがけくまたん 1		うずー さく・え			リーブル出版		2017.8	32p	22cm					おはよう!ここはくものうえのまち	¥926	
978-4-86338-190-2	ジョンとおさむの7つのクッキー		ふくだひろかず え	たかうちひろき さく		リーブル出版		2017.7	1冊(ページ付なし)	31cm						¥1300	
978-4-86352-187-2	肥満と疾患	どこまで解明されたか?	群馬健康医学振興会 編			上毛新聞社事業局出版部		2017.8	215p	26cm						¥2200	
978-4-86353-256-4	身寄りのいない高齢者への支援の手引き	成年後見制度・福祉サービスの利用・財産管理・医療行為・逝去後など在宅でも施設でも役に立つ80のQ&Aを掲載	小嶋正 著		改訂版	東京都社会福祉協議会		2017.8	339p	21cm						¥1800	
978-4-86358-514-0	測量士補過去問280 平成30年度版	過去10年分	日建学院 編著			建築資料研究社		2017.9	437p	21cm						¥2700	
978-4-86372-091-6	星と泉 第21号	新時代の全方位型投稿誌				星湖舎		2017.8	107p	21cm					巻頭特集自転車で世界一周の夢半ば がんサバイバー シールエミコさん ファン増殖中!大人の文芸部外伝 マキのゆるゆるそわか倉敷周遊	¥500	
978-4-86377-047-8	つながりを求めて	福島原発避難者の語りから	辰巳頼子 編著	鳫咲子 編著		耕文社		2017.8	155p	19cm						¥1200	
978-4-86385-274-7	曼荼羅華の雨	歌集	加藤孝男 著			書肆侃侃房		2017.9	159p	21cm		ユニヴェール 5	まひる野叢書 348番			¥2000	
978-4-86395-935-4	ミステリアス女優・小松菜奈の「カメレオン性」を探る		大川隆法 著			幸福の科学出版		2017.9	161p	19cm		守護霊インタビュー				¥1400	
978-4-86395-936-1	インパール作戦の真実	牟田口廉也司令官の霊言	大川隆法 著			幸福の科学出版		2017.9	143p	19cm		公開霊言				¥1400	
978-4-86395-939-2	金正恩vs.ドナルド・トランプ		大川隆法 著			幸福の科学出版		2017.8	189p	19cm		緊急守護霊インタビュー				¥1400	
978-4-86435-306-9	受難の天使 世阿弥	劇詩	守口三郎 著			コールサック社		2017.9	127p	22cm						¥1800	
978-4-86442-308-3	ドカ×ホス	DOKATA×HOSUTO	星丸ダイチ 著			東京漫画社		2017.10	1冊(ページ付なし)	19cm		MARBLE COMICS				¥676	
978-4-86458-149-3	評価倍率表 平成29年分第1分冊	東京国税局管内 財産評価基準書				全国官報販売協同組合		2017.7	460p	21×30cm						¥4537	
978-4-86458-153-0	路線価図 平成29年分第5分冊	東京国税局管内 財産評価基準書				全国官報販売協同組合		2017.7	641p	21×30cm					千代田区 中央区 港区 新宿区 文京区 台東区 墨田区 江東区	¥7407	
978-4-86458-154-7	路線価図 平成29年分第6分冊	東京国税局管内 財産評価基準書				全国官報販売協同組合		2017.7	911p	21×30cm					品川区 目黒区 大田区 世田谷区 渋谷区 中野区 杉並区	¥9259	
978-4-86458-155-4	路線価図 平成29年分第7分冊	東京国税局管内 財産評価基準書				全国官報販売協同組合		2017.7	993p	21×30cm					豊島区 北区 荒川区 板橋区 練馬区 足立区 葛飾区 江戸川区	¥9722	
978-4-86468-510-8	トランスノーツ 1		闇鍋テルミン 著			ヒーローズ	小学館クリエイティブ	2017.9				HCヒーローズコミックス				¥600	
978-4-86468-518-4	ぺろり!スタグル旅 1		能田達規 著			ヒーローズ	小学館クリエイティブ	2017.9				HCヒーローズコミックス				¥560	
978-4-86468-519-1	酩酊!怪獣酒場2nd 1		青木U平 著			ヒーローズ	小学館クリエイティブ	2017.9				HCヒーローズコミックス				¥560	
978-4-86471-509-6	神代文字は宇宙法則を具現化する	無限の力を秘めた「アキル文字」が生み出す奇跡	山本光輝 著	建島恵美 著		ヒカルランド		2017.9	223p	20cm						¥1815	
978-4-86471-527-0	天皇家秘伝の神術で見えた日本の未来	「切紙神示」「たまほこのひ可里」「八紘一宇の数表」 王仁三郎の予言「吉岡御啓示録」も収録!	出口恒 著			ヒカルランド		2017.9	176p	20cm						¥1815	
978-4-86471-535-5	地球蘇生プロジェクト「愛と微生物」のすべて	思いは一瞬で宇宙の果てまで届く 新量子力学入門	比嘉照夫 著	森美智代 著		ヒカルランド		2017.9	257p	19cm						¥1815	
978-4-86472-600-9	本好きの下剋上 第3部5	司書になるためには手段を選んでいられません	香月美夜 著			TOブックス		2017.10	395p	19cm					領主の養女 5	¥1200	
978-4-86472-610-8	魔眼のご主人様。 2	My Master with Evil Eye	黒森白兎 著	がおう イラスト		TOブックス		2017.10	271p	19cm						¥1296	
978-4-86472-611-5	大学デビューに失敗したぼっち、魔境に生息す。		睦月 著	よー清水 イラスト		TOブックス		2017.10	247p	19cm						¥1296	
978-4-86472-614-6	ダンジョンはいいぞ!		狐谷まどか 著	もちうさ 画		TOブックス		2017.10	380p	19cm						¥1296	
978-4-86487-737-4	新しい港町文化とまちづくり		鈴木克也 編著			エコハ出版	三恵社	2017.9	193p	21cm		地域における国際化シリーズ				¥2000	
978-4-86489-068-7	迷ったときのかかりつけ医広島 2	かかりつけ医シリーズ	医療評価ガイド編集部 編著			南々社		2017.9	355p	21cm					整形外科・リハビリ	¥1400	
978-4-86490-118-5	まんがデッサン基本講座		東京コミュニケーションアート専門学校 監修			電波社		2017.9	103p	21cm						¥1000	
978-4-86494-149-5	段位認定ナンバープレース入門編150題	目標タイム4〜16分	たきせあきひこ 著			白夜書房		2017.9	159p	18cm						¥580	
978-4-86511-775-2	ドラクエⅩⅠ過ぎ去りし時を求めて究極禁断攻略					マイウェイ出版		2017.10	159p	21cm		マイウェイムック				¥907	
978-4-86515-112-1	JAPIC医療用医薬品集 2018-1巻		日本医薬情報センター 編集			日本医薬情報センター	丸善出版	2017.8	69, 2295p	26cm	CD-ROM(1枚 12cm)				ア〜ト	¥4333	3巻セット¥13000
978-4-86515-112-1	JAPIC医療用医薬品集 2018-2巻		日本医薬情報センター 編集			日本医薬情報センター	丸善出版	2017.8	69p p2297〜4059	26cm					ナ〜ワ・漢	¥4333	3巻セット¥13000
978-4-86515-112-1	JAPIC医療用医薬品集 2018-3		日本医薬情報センター 編集			日本医薬情報センター	丸善出版	2017.8	81, 154, 367p	26cm					アルファベット索引・薬効分類索引・付録・薬剤識別コード一覧	¥4334	3巻セット¥13000
978-4-86517-230-0	泌尿器外科 Vol.30No.8(2017年8月)	Japanese Journal of Urological Surgery				医学図書出版		2017.8	p1211〜1356	30cm					特集第32回前立腺シンポジウム記録	¥4900	
978-4-86517-231-7	ICUとCCU Vol.41No.8(2017-8)	集中治療医学				医学図書出版		2017.8	p473〜528	30cm					たこつぼ症候群を理解する	¥2900	
978-4-86535-555-0	コース別本当に儲かる騎手大全 2017秋-2018		伊吹雅也 著			ガイドワークス		2017.9	251p	19cm		競馬王馬券攻略本シリーズ				¥1600	
978-4-86537-094-2	もしも!のときの解決策100	知識は必ずピンチを救う				鉄人社		2017.8	215p	19cm						¥556	
978-4-86541-070-9	赤穴	AKA ANA	アントワーヌ・ダガタ 撮影			赤々舎		2017.7	1冊(ページ付なし)	30cm						¥8000	
978-4-86542-293-1	ドイツ腕時計 No.4	ジャーマンウオッチバイブル				シーズ・ファクトリー	交通タイムス社	2017.10	146p	30cm		CARTOP MOOK			真の底力はここにありドイツ品質。/“ランゲ1”その真髄を探る	¥1500	
978-4-86542-295-5	新型ホンダN-BOX	+ニッポンの人気者				交通タイムス社		2017.10	98p	29cm		CARTOP MOOK	ニューカー速報プラス 第53弾			¥722	
978-4-86548-061-0	歴史研究 第654号(2017年9月号)					歴研		2017.9	140p	21cm					特集名和一族の謎	¥700	
978-4-86549-117-3	ビルくんとはたらくくるま		新井洋行 作・絵			ひさかたチャイルド		2017.9	21p	22cm						¥1000	
978-4-86549-118-0	おちばであそぼう					ひさかたチャイルド		2017.9	27p	21×24cm		しぜんにタッチ!				¥1300	
978-4-86550-282-4	Thrombosis Medicine Vol.7No.3(2017-9)		「Thrombosis Medicine」編集委員会 編集			先端医学社		2017.9	78p	30cm					特集トロンボモジュリンをめぐる最近の話題	¥2300	
978-4-86550-283-1	消化器病学サイエンス vol.1no.2(2017-9)	Science of Gastroenterology	「消化器病学サイエンス」編集委員会 編集			先端医学社		2017.9	59p	30cm					特集なぜ免疫チェックポイント阻害薬はがんに効くのか	¥2500	
978-4-86550-285-5	血圧 vol.24no.9(2017-9)	Journal of Blood Pressure	「血圧」編集委員会 編集			先端医学社		2017.9	71p	30cm					特集・高血圧の個別化医療	¥2000	
978-4-86556-180-7	会社法実務大系		成和明哲法律事務所 編			民事法研究会		2017.9	610p	21cm						¥5800	
978-4-86562-056-6	お良さん	岡田治写真集	岡田治 著			日本写真企画		2017.8	1冊(ページ付なし)	25×25cm						¥1800	
978-4-86576-102-3	Qualitas Vol.10(2017September)	Business Issue Curation				ギャップ・ジャパン		2017.10	95p	29cm					with WOMAN	¥500	
978-4-86579-099-3	日本の防衛 平成29年版	防衛白書	防衛省 編集			日経印刷	全国官報販売協同組合	2017.8	562p	30cm						¥1270	
978-4-86579-100-6	食料・農業・農村白書参考統計表 平成29年版		農林水産省 編集			日経印刷	全国官報販売協同組合	2017.8	122p	30cm						¥2000	
978-4-86581-115-5	60歳。だからなんなの	まだまだやりたいことがある	秋川リサ 著			さくら舎		2017.9	152p	19cm						¥1400	
978-4-86581-116-2	パン・豆類・ヨーグルト・りんごを食べてはいけません	世界が認めたおなかの弱い人の食べ方・治し方	江田証 著			さくら舎		2017.9	242p	19cm						¥1400	
978-4-86581-117-9	永久属国論	憲法・サンフランシスコ平和条約・日米安保の本質	山田順 著			さくら舎		2017.9	265p	19cm						¥1600	
978-4-86581-118-6	「マコトよりウソ」の法則		外山滋比古 著			さくら舎		2017.9	172p	19cm						¥1400	
978-4-86590-050-7	近影遠影	あの日あの人	高橋一清 著			青志社		2017.9	230p	19cm						¥1300	
978-4-86593-168-6	秋レシピ 2017					オレンジページ		2017.10	142p	30cm		オレンジページCooking				¥546	
978-4-86598-036-3	演劇に何ができるのか?		妹尾伸子 著	嶽本あゆ美 著		アルファベータブックス		2017.9	376p	21cm						¥2500	
978-4-86621-076-6	「売れる私」になる方法	フツウの私にファンができる♥	宮本佳実 著			WAVE出版		2017.9	223p	19cm						¥1500	
978-4-86621-077-3	ねこのゴロゴロセラピーCDブック		山本宗伸 監修	五十嵐健太 写真		WAVE出版		2017.9	91p	19cm	録音ディスク(1枚 12cm)					¥1500	
978-4-86625-032-8	キッチン	kitchen	K.有馬 著			道玄坂書房	サイゾー	2017.10	1冊(ページ付なし)	19cm		ミケプラスコミックス				¥694	
