ISBN	タイトル	サブタイトル	著者	著者2	版表示	出版社	発売者	出版年月	ページ数等	大きさ	付属資料の種類と形態	シリーズ名・シリーズ番号	シリーズ名・シリーズ番号2	シリーズ名・シリーズ番号3	各巻のタイトル	本体価格	セット本体価格
978-4-575-66858-2	緋牡丹	書き下ろし時代小説	藤井邦夫 著			双葉社		2017.11	315p	15cm		双葉文庫 ふ-16-45	新・知らぬが半兵衛手控帖 3			¥630	
978-4-575-66859-9	吠え面	書き下ろし長編時代小説	坂岡真 著			双葉社		2017.11	331p	15cm		双葉文庫 さ-26-27	帳尻屋仕置 6			¥648	
978-4-575-66860-5	仇討一番	恋がらす事件帖 長編書き下ろし	黒木久勝 著			双葉社		2017.11	292p	15cm		双葉文庫 く-20-07				¥620	
978-4-575-66861-2	峠しぐれ		葉室麟 著			双葉社		2017.11	383p	15cm		双葉文庫 は-25-03				¥676	
978-4-575-85063-5	鎌倉ものがたり映画「DESTINY鎌倉ものがたり」原作エピソード集 上		西岸良平 著			双葉社		2017.11				ACTION COMICS				¥600	
978-4-575-85064-2	鎌倉ものがたり映画「DESTINY鎌倉ものがたり」原作エピソード集 下		西岸良平 著			双葉社		2017.11				ACTION COMICS				¥600	
978-4-577-04541-1	シロクマくんのひみつ		ヒド・ファン・ヘネヒテン 作・絵	ひしきあきらこ 訳	新装版	フレーベル館		2017.11	26p	29cm						¥1300	
978-4-577-04547-3	こんにちは!		やなせたかし 原作	トムス・エンタテインメント 作画		フレーベル館		2017.11	14p	9.3×9.3cm		アンパンマンのとびだすえほん 3				¥600	
978-4-577-04548-0	わくわくびっくり!		やなせたかし 原作	トムス・エンタテインメント 作画		フレーベル館		2017.11	14p	9.3×9.3cm		アンパンマンのとびだすえほん 4				¥600	
978-4-579-11624-9	刺繡で綴る日々の装い		蓬萊和歌子 著			文化学園文化出版局		2017.11	87p	26cm						¥1500	
978-4-579-21312-2	あたらしい一汁三菜		上田淳子 著			文化学園文化出版局		2017.11	95p	26cm						¥1500	
978-4-582-85857-0	永六輔	時代を旅した言葉の職人	隈元信一 著			平凡社		2017.11	295p	18cm		平凡社新書 857				¥840	
978-4-582-85858-7	なぜ私たちは生きているのか	シュタイナー人智学とキリスト教神学の対話	佐藤優 著	高橋巖 著		平凡社		2017.11	197p	18cm		平凡社新書 858				¥800	
978-4-582-85859-4	ルネサンス再入門	複数形の文化	澤井繁男 著			平凡社		2017.11	263p	18cm		平凡社新書 859				¥860	
978-4-583-11125-4	NEWスポーツを学ぼう! 1	どうやって生まれた?どんなスポーツ?どこがおもしろい?	高橋義雄 監修	こどもくらぶ 編集		ベースボール・マガジン社		2017.11	31p	29cm					的をねらうニュースポーツ	¥2800	
978-4-584-13824-3	道なき未知	Uncharted Unknown	森博嗣 著			ベストセラーズ		2017.11	253p	19cm						¥1400	
978-4-584-13825-0	60歳からの「しばられない」生き方		勢古浩爾 著			ベストセラーズ		2017.11	198p	19cm						¥1400	
978-4-584-13827-4	ハワイ式腸のマッサージ	日本初公開! 人生が変わる!	レイア高橋 著			ベストセラーズ		2017.11	173p	19cm						¥1350	
978-4-584-13828-1	はいはいエクササイズ	自宅で簡単、無理なくできる	枝光聖人 著			ベストセラーズ		2017.11	182p	19cm						¥1400	
978-4-584-13830-4	アドレスで飛ばしなさい	日本一飛ばす男のゴルフ「飛ばし」の格言	安楽拓也 著			ベストセラーズ		2017.11	191p	18cm		GOLFスピード上達シリーズ				¥1100	
978-4-584-13831-1	おい、小池!	女ファシストの正体	適菜収 著			ベストセラーズ		2017.11	189p	19cm		時代への警告				¥1300	
978-4-584-30986-5	萌え文学傑作選 1		山谷哲夫 編			ベストセラーズ		2017.11	253p	15cm		ワニ文庫 K-86			秘密の花園	¥800	
978-4-585-22192-0	近代日本の偽史言説	歴史語りのインテレクチュアル・ヒストリー	小澤実 編			勉誠出版		2017.11	375, 9p	22cm						¥3800	
978-4-585-22198-2	江戸の異性装者たち	セクシュアルマイノリティの理解のために	長島淳子 著			勉誠出版		2017.11	248, 6p	20cm						¥3200	
978-4-585-22200-2	近世蔵書文化論	地域<知>の形成と社会	工藤航平 著			勉誠出版		2017.11	457, 12p	22cm						¥10000	
978-4-585-23222-3	HERITEX 2		名古屋大学人文学研究科附属人類文化遺産テクスト学研究センター 編			名古屋大学人文学研究科附属人類文化遺産テクスト学研究センター	勉誠出版	2017.9	287p	26cm					<特集>文化遺産としての朝鮮通信使ほか	¥1800	
978-4-587-41716-1	土地家屋調査士短期合格必勝法	午後の部	土地家屋調査士受験研究会 編		改訂第11版	法学書院		2017.11	328p	21cm						¥2700	
978-4-587-42294-3	司法書士過去問会社法・商法・商業登記法		伊藤塾 編		第10版	法学書院		2017.11	631p	21cm		伊藤塾セレクション 3				¥3600	
978-4-588-01071-2	問いと答え	ハイデガーについて	ギュンター・フィガール 著	齋藤元紀 監訳		法政大学出版局		2017.11	317, 31, 8p	20cm		叢書・ウニベルシタス 1071				¥4000	
978-4-589-03876-0	生活分析から政策形成へ	地域調査の設計と分析・活用	河合克義 著	長谷川博康 著		法律文化社		2017.11	219p	21cm						¥3300	
978-4-591-15557-8	科学の歴史	ビジュアル版 サイエンス&テクノロジーの歩みがよくわかる	有賀暢迪 日本語版監修	中村威也 日本語版監修		ポプラ社		2017.11	256p	29cm						¥6800	
978-4-591-15575-2	母脳	母と子のための脳科学	黒川伊保子 著			ポプラ社		2017.11	237p	19cm						¥1300	
978-4-591-15576-9	自分が変わる靴磨きの習慣	自己管理能力が最速で身につく	長谷川裕也 著			ポプラ社		2017.11	207, 13p	19cm						¥1300	
978-4-591-15589-9	地球の森のハートさがし		藤原幸一 しゃしん・ぶん			ポプラ社		2017.11	47p	21×26cm		ふしぎいっぱい写真絵本 32				¥1500	
978-4-591-15613-1	0to100会社を育てる戦略地図		山口豪志 著			ポプラ社		2017.11	253p	19cm						¥1400	
978-4-591-15623-0	秘伝解禁!忍者超百科		黒井宏光 監修			ポプラ社		2017.11	191p	18cm		これマジ?ひみつの超百科 12				¥890	
978-4-591-15633-9	歌丸ばなし		桂歌丸 著			ポプラ社		2017.11	245p	19cm						¥1200	
978-4-592-73296-9	猫かるた		岡林ちひろ 文	石黒亜矢子 絵		白泉社		2017.11	1冊(ページ付なし)	10×22cm		MOE BOOKS				¥2000	
978-4-593-88153-6	ワンルームワンコ 1	one‐room wanco	正田しろくま 著			フレックスコミックス	ほるぷ出版	2017.11	140p	19cm		POLARIS COMICS				¥600	
978-4-593-88154-3	塩対応の塩田くん 2		エトオミユキ 著			フレックスコミックス	ほるぷ出版	2017.11	152p	19cm		POLARIS COMICS				¥600	
978-4-594-07792-1	名刺ゲーム		鈴木おさむ 著			扶桑社		2017.12	342p	16cm		扶桑社文庫 す4-1				¥680	
978-4-594-07829-4	これにて、便所は宇宙である		千原ジュニア 著			扶桑社		2017.11	446p	19cm						¥1300	
978-4-594-07843-0	プチプラ服でも「おしゃれ!」と言われる人には秘密がある		プチプラのあや 著			扶桑社		2017.11	120p	21cm						¥1200	
978-4-594-07855-3	Secretシニアビューティメイク	どうしてそんなにキレイなの?と噂される	えがお写真館 著	赤坂渉 著		扶桑社		2017.11	79p	26cm						¥1000	
978-4-594-07858-4	東大ナゾトレ東京大学謎解き制作集団AnotherVisionからの挑戦状 第3巻		東京大学謎解き制作集団AnotherVision 著			扶桑社		2017.11	132p	19cm						¥1000	
978-4-594-61208-5	満足度120%の家づくり	あなたの地域の実力派工務店が建てる!				扶桑社		2017.11	114p	30cm		別冊住まいの設計 233				¥800	
978-4-594-61217-7	レシピブログmagazine Vol.13冬号					扶桑社		2017.11	64p	30cm		FUSOSHA MOOK				¥630	
978-4-594-61219-1	クイズ!脳ベルSHOW50日間脳活ドリル	毎日楽しみながら脳を活性化! ひらめき力・記憶力・発想力を鍛える!	篠原菊紀 監修			扶桑社		2017.11	128p	30cm		扶桑社ムック				¥800	
978-4-596-55074-3	第九代ウェルグレイヴ男爵の捜査録		エマ・ジェイムソン 著	吉嶺英美 訳		ハーパーコリンズ・ジャパン		2017.11	345p	15cm		ハーパーBOOKS M・シ5・1				¥870	
978-4-596-55075-0	否定と肯定	ホロコーストの真実をめぐる闘い	デボラ・E.リップシュタット 著	山本やよい 訳		ハーパーコリンズ・ジャパン		2017.11	581p	15cm		ハーパーBOOKS NF・リ1・1				¥1194	
978-4-596-58204-1	秘蜜のレッスン	令嬢は甘い噓に溺れる	岡野こみか 著	アン・アシュリー 原作		ハーパーコリンズ・ジャパン		2017.11	289p	15cm		ヴァニラ文庫 オ1-01				¥590	
978-4-596-58207-2	腹黒貴公子の甘い策略		蜜乃雫 著			ハーパーコリンズ・ジャパン		2017.11	286p	15cm		ヴァニラ文庫 ミ4-04				¥590	
978-4-596-58208-9	獅子王は初心な子ウサギを淫らに愛でる		すずね凛 著			ハーパーコリンズ・ジャパン		2017.11	289p	15cm		ヴァニラ文庫 ス1-05				¥590	
978-4-596-93842-8	いつか恋を		リンゼイ・アームストロング 著	萩原ちさと 訳		ハーパーコリンズ・ジャパン		2017.12	217p	15cm		ハーレクイン文庫 HQB-842				¥620	
978-4-596-93844-2	雨上がり		イヴォンヌ・ウィタル 著	谷みき 訳		ハーパーコリンズ・ジャパン		2017.12	195p	15cm		ハーレクイン文庫 HQB-844				¥620	
978-4-596-93845-9	誘惑はギリシアで		シャロン・ケンドリック 著	仙波有理 訳		ハーパーコリンズ・ジャパン		2017.12	206p	15cm		ハーレクイン文庫 HQB-845				¥620	
978-4-596-93846-6	罠にかかったシンデレラ		サラ・モーガン 著	真咲理央 訳		ハーパーコリンズ・ジャパン		2017.12	206p	15cm		ハーレクイン文庫 HQB-846				¥620	
978-4-596-99247-5	甘やかしてあげる	副社長とナイショの同居生活!?	七里慧 著	玉紀直 原作		ハーパーコリンズ・ジャパン		2017.11	1冊(ページ付なし)	19cm		乙女ドルチェ・コミックス シ2-01				¥630	
978-4-621-30209-5	いまさら電磁気学?		青野修 著		新装復刊	丸善出版		2017.11	183p	19cm		パリティブックス				¥1700	
978-4-621-30220-0	いまさら量子力学?		町田茂 著	原康夫 著	新装復刊	丸善出版		2017.11	137p	19cm		パリティブックス				¥1500	
978-4-621-30231-6	深化する一般相対論	ブラックホール・重力波・宇宙論	田中貴浩 著			丸善出版		2017.11	194p	21cm						¥2000	
978-4-622-07989-7	ヴァルター・ベンヤミン/グレーテル・アドルノ往復書簡	1930-1940	ヴァルター・ベンヤミン 著	グレーテル・アドルノ 著		みすず書房		2017.11	396, 6p	22cm						¥7800	
978-4-622-08652-9	幕末的思考		野口良平 著			みすず書房		2017.11	308, 4p	20cm						¥3600	
978-4-622-08653-6	例外時代	高度成長はいかに特殊であったのか	マルク・レヴィンソン 著	松本裕 訳		みすず書房		2017.11	315, 43p	20cm						¥3800	
978-4-622-08665-9	ヴィーコ論集成		上村忠男 著			みすず書房		2017.11	460, 48p	22cm						¥10000	
978-4-623-08069-4	「福沢諭吉」とは誰か	先祖考から社説真偽判定まで	平山洋 著			ミネルヴァ書房		2017.11	236, 22p	20cm		MINERVA歴史・文化ライブラリー 32				¥3500	
978-4-623-08113-4	コーポレート・ガバナンス改革の国際比較	多様化するステークホルダーへの対応	佐久間信夫 編著			ミネルヴァ書房		2017.11	258p	21cm						¥3000	
978-4-624-61042-5	アフリカの民話集しあわせのなる木		島岡由美子 文	ヤフィドゥ・マカカと8人のティンガティンガ・アーティストたち 絵		未來社		2017.11	221p	19cm						¥2000	
978-4-627-81101-0	コンピュータグラフィックス		佐藤淳 著			森北出版		2017.11	151p	26cm		情報工学レクチャーシリーズ				¥2600	
978-4-627-85401-7	量子計算理論	量子コンピュータの原理	森前智行 著			森北出版		2017.11	183p	22cm						¥3600	
978-4-635-02051-0	静岡県の山		加田勝利 著			山と溪谷社		2017.12	127p	21cm		分県登山ガイド 21				¥1900	
978-4-635-03542-2	渡辺一樹が教えるいまどきのスキー練習帳	即効バリトレ(バリエーショントレーニング)70	渡辺一樹 著			山と溪谷社		2017.11	112p	26cm	DVDビデオディスク(1枚 12cm)					¥1900	
978-4-635-45025-6	THE男前燻製レシピ77	煙の魔法で、自信満々のおいしさ!	岡野永佑 著			山と溪谷社		2017.12	127p	21cm						¥1200	
978-4-635-59045-7	猫と呑み助	東京「猫呑み」のススメ	はるやまひろぶみ 著			山と溪谷社		2017.12	128p	21cm						¥1300	
978-4-635-82024-0	新編秘められた旅路	ローカル線に乗って	岡田喜秋 著			天夢人	山と溪谷社	2017.12	237p	19cm		旅鉄LIBRARY 003				¥1350	
978-4-639-02537-5	藤原氏の研究		倉本一宏 著			雄山閣		2017.11	229p	22cm		日本古代氏族研究叢書 6				¥4200	
978-4-639-02540-5	「心象考古学」の試み	造形物の心性を読み解く	利部修 著			雄山閣		2017.11	244p	21cm						¥2800	
978-4-641-16512-0	日本の労働市場	経済学者の視点	川口大司 編			有斐閣		2017.11	415p	22cm						¥3600	
978-4-641-21323-4	論究ジュリスト Number23(2017/Autumn)					有斐閣		2017.11	196p	26cm					特集1/公共空間と法 特集2/最新刑事立法	¥2667	
978-4-641-22736-1	行政法判例50!		大橋真由美 著	北島周作 著		有斐閣		2017.11	162p	26cm		START UP				¥1800	
978-4-642-03481-4	如来教の成立・展開と史的基盤	江戸後期の社会と宗教	神田秀雄 著			吉川弘文館		2017.12	341, 11p	22cm						¥11000	
978-4-642-06756-0	平家物語の女たち	大力・尼・白拍子	細川涼一 著			吉川弘文館		2017.12	193p	19cm		読みなおす日本史				¥2200	
978-4-642-06827-7	みる・よむ・あるく東京の歴史 2		池享 編	櫻井良樹 編		吉川弘文館		2017.11	152, 3p	27cm					通史編 2	¥2800	
978-4-642-08153-5	古代朝鮮の国家体制と考古学		山本孝文 著			吉川弘文館		2017.11	316p	22cm						¥10000	
978-4-652-20215-9	仏像なんでも事典	修学旅行・事前学習	大谷徹奘 監修			理論社		2017.11	87p	29cm						¥3800	
978-4-652-20227-2	伝統工芸のきほん 1		伝統工芸のきほん編集室 編			理論社		2017.11	39p	31cm					焼きもの	¥2800	
978-4-652-20232-6	子どもおもしろ歳時記	俳句づくりに!	金井真紀 文・絵	斉田仁 選句・監修		理論社		2017.11	192p	22cm						¥2850	
978-4-7503-4583-3	Q&A生活保護手帳の読み方・使い方		吉永純 編著	全国公的扶助研究会 監修		明石書店		2017.11	153p	21cm		よくわかる生活保護ガイドブック 1				¥1300	
978-4-7503-4584-0	Q&A生活保護ケースワーク支援の基本		全国公的扶助研究会 監修	吉永純 編著		明石書店		2017.11	163p	21cm		よくわかる生活保護ガイドブック 2				¥1300	
978-4-7505-1524-3	コンクリンさん、大江戸を食べつくす		デヴィッド・コンクリン 著	仁木めぐみ 訳		亜紀書房		2017.12	315p	19cm						¥1800	
978-4-7511-1292-2	有野晋哉と田中彰伯の妄想料理	La Cuisine Délire	有野晋哉 著	田中彰伯 著		旭屋出版		2017.11	143p	26cm						¥1500	
978-4-7515-2874-7	テディが宝石を見つけるまで		パトリシア・マクラクラン 著	こだまともこ 訳		あすなろ書房		2017.11	95p	20cm						¥1200	
978-4-7515-2893-8	日本の島じま大研究 3		稲葉茂勝 著	田代博 監修		あすなろ書房		2017.11	31p	31cm					日本の島と領海・EEZ	¥2800	
978-4-7520-0809-5	ひとりでえほんかいました		ゆーちみえこ 絵	くすのきしげのり 作		アリス館		2017.11	32p	25cm						¥1300	
978-4-7520-0819-4	ペンギンホテル		牛窪良太 作			アリス館		2017.11	32p	28cm						¥1400	
978-4-7532-2855-3	悪性リンパ腫		堀田知光 編		改訂3版	医薬ジャーナル社		2017.10	71p	28cm		インフォームドコンセントのための図説シリーズ				¥4800	
978-4-7533-1126-2	ベイシック・フロイト	21世紀に活かす精神分析の思考	マイケル・カーン 著	妙木浩之 監修		岩崎学術出版社		2017.11	197, 15p	21cm						¥3000	
978-4-7539-3408-9	AO推薦入試「志望理由書」の極意101		小杉樹彦 著			エール出版社		2017.12	247p	19cm		YELL books				¥1500	
978-4-7547-2435-1	図解組織再編税制 平成29年版		中村慈美 著			大蔵財務協会		2017.11	555p	26cm						¥2963	
978-4-7547-2438-2	図解事業承継税制 平成29年版		松岡章夫 編著	山岡美樹 編著		大蔵財務協会		2017.11	538p	26cm						¥2963	
978-4-7547-2462-7	国税庁統計年報書 第141回(平成27年度版)	National Tax Agency Annual Statistics Report	国税庁 編			大蔵財務協会		2017.11	406p	30cm						¥3241	
978-4-7547-2477-1	スピンオフの税務と法務 平成29年版	新制度活用のための重要事例80問による 分割・株式分配・スクイーズアウト・現物分配・事業譲渡収録	櫻井光照 著			大蔵財務協会		2017.11	396p	22cm						¥3426	
978-4-7547-4447-2	相続の準備から準確定申告・相続税申告の手順	エンディングノートの活用と税理士の留意点	友松悦子 著			大蔵財務協会		2017.11	77p	26cm						¥741	
978-4-7562-4983-8	ジャスティス・リーグアンソロジー	JUSTICE LEAGUE ANTHOLOGY	DCコミックス 編	ヤン・グラフ テキスト		パイインターナショナル		2017.11	184p	26cm		COMIC ART				¥3200	
978-4-7562-4991-3	世界の美しいステンドグラス		パイインターナショナル 編著			パイインターナショナル		2017.11	207p	16cm						¥1800	
978-4-7562-5011-7	あかパン	Baby Panda パンダの赤ちゃん写真集	パイインターナショナル 編著	土居利光 監修		パイインターナショナル		2017.11	103p	15×15cm						¥1200	
978-4-7566-1757-6	クリスタルの心	ルネサンスにおける愛の談論、詩、そして肖像画	リナ・ボルツォーニ 著	足達薫 訳		ありな書房		2017.11	622p	22cm						¥8000	
978-4-7569-1898-7	小学生の子どもが勉強せずに困ったとき読む本	もうだいじょうぶ!	嶋美貴 著			明日香出版社		2017.11	184p	19cm						¥1400	
978-4-7569-1935-9	社員ゼロ!会社は「1人」で経営しなさい		山本憲明 著			明日香出版社		2017.11	206p	19cm						¥1500	
978-4-7569-1936-6	仕事が速くなる!PDCA手帳術		谷口和信 著			明日香出版社		2017.11	231p	19cm						¥1500	
978-4-7569-1937-3	西郷隆盛のことがマンガで3時間でわかる本	へぇ〜そうなんだ!	津田太愚 著	つだゆみ マンガ		明日香出版社		2017.11	227p	21cm						¥1400	
978-4-7569-1939-7	60才からはじめる英作文	ゆっくり学べる 身近な例文×入れ替え語句ですぐ書ける	野田哲雄 著			明日香出版社		2017.11	221p	21cm						¥1400	
978-4-7574-3014-3	どんどんつながる漢字練習帳 中級	英語・ベトナム語・中国語・インドネシア語訳付	鈴木英子 著	佐藤紀生 著		アルク		2017.11	191p	26cm		日本語文字学習シリーズ				¥2000	
978-4-7574-3020-4	キクタン英検1級	聞いて覚えるコーパス単熟語	一杉武史 編著		改訂版	アルク		2017.11	360p	19cm	MP3 CD-ROM(1枚 12cm)					¥1600	
978-4-7574-3021-1	キクタン英検準1級	聞いて覚えるコーパス単熟語	一杉武史 編著		改訂版	アルク		2017.11	364p	19cm	MP3 CD-ROM(1枚 12cm)					¥1600	
978-4-7574-3022-8	キクタン英検2級	聞いて覚えるコーパス単熟語	一杉武史 編著		改訂版	アルク		2017.11	361p	19cm	MP3 CD-ROM(1枚 12cm)					¥1600	
978-4-7574-3023-5	キクタン英検準2級	聞いて覚えるコーパス単熟語	一杉武史 編著		改訂版	アルク		2017.11	356p	19cm	MP3 CD-ROM(1枚 12cm)					¥1600	
978-4-7575-5495-5	ドラゴンクエストⅩへぇ〜あの話知らないんだ	地獄のミサワと振り返るにわか5年史	地獄のミサワ マンガ			スクウェア・エニックス		2017.11	143p	21cm		SE-MOOK				¥926	
978-4-7580-1579-0	原寸大おっぱい図鑑Ecstasy		須崎祐次 撮影	安田理央 監修		一迅社	講談社	2017.12	60p	26×37cm						¥2800	
978-4-7580-7745-3	君はきれいだよ		村上キャンプ 著			一迅社	講談社	2017.11				gateau comics				¥680	
978-4-7580-7746-0	ダーリン、いいかげんにしやがれ		鈴丸みんた 著			一迅社	講談社	2017.11				gateau comics				¥680	
978-4-7580-7747-7	視線の虜		滝端 著			一迅社	講談社	2017.11				gateau comics				¥680	
978-4-7580-7748-4	彼がハイヒールを履く理由		ミキスケ 著			一迅社	講談社	2017.11				gateau comics				¥680	
978-4-7580-7749-1	2DK、Gペン、目覚まし時計。 6		大沢やよい			一迅社	講談社	2017.12				YURIHIME COMICS				¥680	
978-4-7580-7752-1	ロク+イチ暮らし		梅原うめ 著			一迅社	講談社	2017.12				YURIHIME COMICS				¥680	
978-4-7580-7753-8	たとえとどかぬ糸だとしても 2		tMnR 著			一迅社	講談社	2017.12				YURIHIME COMICS				¥680	
978-4-7580-7754-5	みみみっくす! 2		広瀬まどか 著			一迅社	講談社	2017.12				YURIHIME COMICS				¥680	
978-4-7580-7755-2	私に天使が舞い降りた! 2		椋木ななつ 著			一迅社	講談社	2017.12				YURIHIME COMICS				¥680	
978-4-7580-7756-9	オトナになったら全部くださいっ		千葉たゆり 著			一迅社	講談社	2017.11				gateau comics				¥680	
978-4-7580-7758-3	もっと!ひねくれチェイサー 3		ぱんこ。 著			一迅社	講談社	2017.11				gateau comics				¥680	
978-4-7580-9007-0	竜騎士のお気に入り 3		織川あさぎ 著			一迅社	講談社	2017.12	270p	15cm		一迅社文庫アイリス お-04-05			侍女はしばらく帰省中	¥638	
978-4-7580-9008-7	幻想砦のおしかけ魔女	すべては愛しの騎士と結婚するため!	かいとーこ 著			一迅社	講談社	2017.12	286p	15cm		一迅社文庫アイリス か-03-12				¥638	
978-4-7580-9009-4	無上の幸福		なかゆんきなこ 著			一迅社	講談社	2017.12	383p	19cm		Roi de Blanc				¥1160	
978-4-7580-9010-0	光の神子は自由に生きる		まきぶろ 著			一迅社	講談社	2017.12	399p	19cm		Roi de Blanc				¥1160	
978-4-7581-2084-5	はじめの一歩の病理学		深山正久 編		第2版	羊土社		2017.12	278p	26cm						¥2900	
978-4-7584-1315-2	龍の右目	伊達成実伝	吉川永青 著			角川春樹事務所		2017.11	310p	20cm						¥1600	
978-4-7584-4128-5	日雇い浪人生活録 4		上田秀人 著			角川春樹事務所		2017.11	310p	16cm		ハルキ文庫 う9-4	時代小説文庫		金の権能	¥640	
978-4-7584-4129-2	食卓一期一会		長田弘 著			角川春樹事務所		2017.11	201p	16cm		ハルキ文庫 お9-2				¥680	
978-4-7584-4130-8	鳥影		北方謙三 著			角川春樹事務所		2017.11	296p	16cm		ハルキ文庫 き3-30	ブラディ・ドール 8			¥560	
978-4-7584-4131-5	島抜けの女		佐伯泰英 著			角川春樹事務所		2017.11	312p	16cm		ハルキ文庫 さ8-51	時代小説文庫	鎌倉河岸捕物控 31の巻		¥690	
978-4-7584-4132-2	歌うエスカルゴ		津原泰水 著			角川春樹事務所		2017.11	348p	16cm		ハルキ文庫 つ9-1				¥700	
978-4-7584-4133-9	菊太郎あやうし		鳥羽亮 著			角川春樹事務所		2017.11	267p	16cm		ハルキ文庫 と4-34	時代小説文庫	剣客同心親子舟 2		¥590	
978-4-7589-7019-8	日本人の目、アメリカ人の心	ハワイ日系米兵の叫び 第二次世界大戦・私たちは何と戦ったのか	荒了寛 編著	大川紀男 訳		開拓社		2017.12	236p	19cm						¥1600	
978-4-7601-4922-3	アメリカ合衆国対日政策文書集成 41第1巻	DOCUMENTS ON UNITED STATES POLICY TOWARD JAPAN	石井修 監修		復刻	柏書房		2017.11	207p	31cm					フォード大統領文書	¥30000	10巻セット¥300000
978-4-7601-4923-0	アメリカ合衆国対日政策文書集成 41第2巻	DOCUMENTS ON UNITED STATES POLICY TOWARD JAPAN	石井修 監修		復刻	柏書房		2017.11	279p	31cm					フォード大統領文書	¥30000	10巻セット¥300000
978-4-7601-4924-7	アメリカ合衆国対日政策文書集成 41第3巻	DOCUMENTS ON UNITED STATES POLICY TOWARD JAPAN	石井修 監修		復刻	柏書房		2017.11	266p	31cm					フォード大統領文書	¥30000	10巻セット¥300000
978-4-7601-4925-4	アメリカ合衆国対日政策文書集成 41第4巻	DOCUMENTS ON UNITED STATES POLICY TOWARD JAPAN	石井修 監修		復刻	柏書房		2017.11	222p	31cm					フォード大統領文書	¥30000	10巻セット¥300000
978-4-7601-4926-1	アメリカ合衆国対日政策文書集成 41第5巻	DOCUMENTS ON UNITED STATES POLICY TOWARD JAPAN	石井修 監修		復刻	柏書房		2017.11	202p	31cm					フォード大統領文書	¥30000	10巻セット¥300000
978-4-7601-4927-8	アメリカ合衆国対日政策文書集成 41第6巻	DOCUMENTS ON UNITED STATES POLICY TOWARD JAPAN	石井修 監修		復刻	柏書房		2017.11	208p	31cm					フォード大統領文書	¥30000	10巻セット¥300000
978-4-7601-4928-5	アメリカ合衆国対日政策文書集成 41第7巻	DOCUMENTS ON UNITED STATES POLICY TOWARD JAPAN	石井修 監修		復刻	柏書房		2017.11	244p	31cm					フォード大統領文書	¥30000	10巻セット¥300000
978-4-7601-4929-2	アメリカ合衆国対日政策文書集成 41第8巻	DOCUMENTS ON UNITED STATES POLICY TOWARD JAPAN	石井修 監修		復刻	柏書房		2017.11	202p	31cm					フォード大統領文書	¥30000	10巻セット¥300000
978-4-7601-4930-8	アメリカ合衆国対日政策文書集成 41第9巻	DOCUMENTS ON UNITED STATES POLICY TOWARD JAPAN	石井修 監修		復刻	柏書房		2017.11	188p	31cm					フォード大統領文書	¥30000	10巻セット¥300000
978-4-7601-4931-5	アメリカ合衆国対日政策文書集成 41第10巻	DOCUMENTS ON UNITED STATES POLICY TOWARD JAPAN	石井修 監修		復刻	柏書房		2017.11	251p	31cm					フォード大統領文書	¥30000	10巻セット¥300000
978-4-7608-9851-0	ロールシャッハ法研究 第21巻		日本ロールシャッハ学会機関誌編集委員会 編集			日本ロールシャッハ学会	金子書房	2017.11	45p	26cm						¥3000	
978-4-7612-7296-8	働き女子が輝くために28歳までに身につけたいこと		漆紫穂子 著			かんき出版		2017.11	223p	19cm						¥1300	
978-4-7612-7298-2	相手がノリノリで話し出す「スゴい!ひと言」大全		齊藤勇 著			かんき出版		2017.11	255p	19cm						¥1400	
978-4-7615-2661-0	ワールド・カフェから始める地域コミュニティづくり	実践ガイド	香取一昭 著	大川恒 著		学芸出版社		2017.11	197p	19cm						¥2000	
978-4-7625-0670-3	Advances in Mathematical Sciences and Applications Vol.26(2017)					学校図書		2017.11	379p	26cm						¥10000	
978-4-7630-1707-9	宮本秀信画集	THE WORKS OF HIDENOBU MIYAMOTO	宮本秀信 著	土方明司 監修		求龍堂		2017.11	203p	27cm						¥3000	
978-4-7631-3663-3	ほどよく距離を置きなさい	90歳の現役弁護士が見つけた心の糸のほどき方。	湯川久子 著			サンマーク出版		2017.11	190p	19cm						¥1300	
978-4-7631-3666-4	願いをかなえるお清めCDブック		大野靖志 著			サンマーク出版		2017.11	143p	20cm	録音ディスク(1枚 12cm)					¥1500	
978-4-7634-0835-8	笑いの手品師	老人ホームが笑顔でつつまれた手品実践記	ジミー重岡 著			花伝社	共栄書房	2017.11	151p	19cm						¥1500	
978-4-7634-1080-1	だから、2020年大学入試改革は失敗する	ゆとり世代が警告する高大接続入試の矛盾と落とし穴	物江潤 著			共栄書房		2017.11	184p	19cm						¥1500	
978-4-7634-1082-5	断食で子どもができた!	がんばりすぎない“奇跡”の不妊克服法	正木ひろこ 著			共栄書房		2017.11	203p	19cm						¥1500	
978-4-7646-0133-8	藤田幽谷のものがたり 3		梶山孝夫 著			錦正社		2017.11	118p	19cm		錦正社叢書 8				¥900	
978-4-7650-2086-2	乳がん・子宮がんに負けないために	手術できない・再発・転移がんをどうするか	宮崎紳一郎 著	福島孝徳 著		近代セールス社		2017.11	199p	21cm		からだにやさしいサイバーナイフ治療シリーズ				¥2400	
978-4-7660-0204-1	わたしの暮らしのヒント集 3		暮しの手帖編集部 著			暮しの手帖社		2017.11	132p	28cm					幸せの種は毎日の習慣にありました。	¥1500	
978-4-7661-3079-9	図説世界を変えた書物	科学知の系譜	竺覚暁 著			グラフィック社		2017.11	191p	26cm						¥2500	
