ISBN	タイトル	サブタイトル	著者	著者2	版表示	出版社	発売者	出版年月	ページ数等	大きさ	付属資料の種類と形態	シリーズ名・シリーズ番号	シリーズ名・シリーズ番号2	シリーズ名・シリーズ番号3	各巻のタイトル	本体価格	セット本体価格
978-4-7661-3106-2	バゲットが残ったら	サラダにスープ、グラタンからデザートまで美味しくて新しい、バゲットの楽しみ方。	坂田阿希子 著			グラフィック社		2017.11	111p	21cm						¥1500	
978-4-7661-3107-9	アイビーと不思議な蝶	ひみつの花園からねむれる森をめぐるぬりえストーリーブック	ジョハンナ・バスフォード 著	西本かおる 訳		グラフィック社		2017.11	1冊(ページ付なし)	26cm						¥1400	
978-4-7664-2479-9	毒と薬の文化史	サプリメント・医薬品から危険ドラッグまで	船山信次 著			慶應義塾大学出版会		2017.11	165p	21cm						¥2400	
978-4-7710-2926-2	ジャパノロジーことはじめ	日本アジア協会の研究	楠家重敏 著			晃洋書房		2017.10	261, 29p	21cm						¥3400	
978-4-7710-2936-1	エッジを歩く	手紙による差別論	三浦耕吉郎 著			晃洋書房		2017.10	217p	19cm						¥2400	
978-4-7711-1026-7	浦島太郎が語る浦島太郎		ニシワキタダシ 絵	クゲユウジ 文		高陵社書店		2017.10	42p	18×24cm		1人称童話シリーズ Vol.3				¥1000	
978-4-7724-1583-5	問題行動解決支援ハンドブック	子どもの視点でポジティブに考える	ロバート・E.オニール 著	リチャード・W.アルビン 著		金剛出版		2017.11	254p	26cm						¥3200	
978-4-7724-1584-2	コフート自己心理学セミナー		コフート 著	ミリアム・エルソン 編	新装版	金剛出版		2017.10	549p	21cm						¥8500	
978-4-7724-1586-6	自閉スペクトラム症を抱える子どもたち	受身性研究と心理療法が拓く新たな理解	松本拓真 著			金剛出版		2017.11	233p	21cm						¥3800	
978-4-7724-1587-3	心理療法における無意識的空想	セラピストの妊娠に焦点を当てて	若佐美奈子 著			金剛出版		2017.10	239p	21cm						¥4200	
978-4-7724-1589-7	ロールシャッハ・テスト統計集	数値の比較検討と解釈に役立つ変数データ	西尾博行 著	高橋依子 著		金剛出版		2017.10	231p	26cm						¥4500	
978-4-7726-1324-8	田舎の力が未来をつくる!	ヒト・カネ・コトが持続するローカルからの変革	金丸弘美 著			合同出版		2017.11	231p	19cm						¥1600	
978-4-7728-4176-4	1日10分走る青トレ	箱根王者・青学のランニングメソッド 自分を変えるカラダが変わる走りが良くなる	原晋 著			ゴルフダイジェスト社		2017.11	127p	21cm						¥1000	
978-4-7730-5893-2	Fielder vol.36					笠倉出版社		2017.12	129p	30cm		サクラムック 87				¥750	
978-4-7732-4302-4	KAN LIVE	弾き語りばったり#19今ここでエンジンさえ掛かれば				ケイ・エム・ピー		2017.10	119p	31cm		ピアノ弾き語り				¥2500	
978-4-7732-4303-1	こどもアニメ	ハ調のやさしいアレンジと見やすく弾きやすい大きな譜面!			改訂版	ケイ・エム・ピー		2017.10	127p	31cm		やさしくひけるピアノ・ソロ				¥1700	
978-4-7732-4306-2	キャロル・ベスト	ギター&ベースタブ譜付				ケイ・エム・ピー		2017.10	133p	26cm		BAND SCORE				¥2700	
978-4-7732-4310-9	ハ調でピアノ 久石譲編	音名・要所指番号付きで弾きやすい!	辻みちよ ピアノ編曲	Tsing‐moo ピアノ編曲		ケイ・エム・ピー		2017.11	111p	31cm		ピアノ・ソロ				¥1700	
978-4-7732-4311-6	アーティスト・コレクション 奏〜全力少年・ミスターカイト					ケイ・エム・ピー		2017.11	159p	31cm		ピアノ弾き語り				¥2300	
978-4-7732-4312-3	オールディーズ・スクリーン名曲集					ケイ・エム・ピー		2017.11	207p	31cm		やさしく弾けるピアノ・ソロ				¥2700	
978-4-7732-4313-0	やさしいウッドベースの弾き方 2017	目で見てわかる	根市タカオ 著			ケイ・エム・ピー		2017.11	79p	31cm						¥1600	
978-4-7732-4314-7	やさしく楽しく吹けるオカリナの本 いつまでも大切にしたい名曲編					ケイ・エム・ピー		2017.11	95p	31cm						¥1600	
978-4-7732-4315-4	やさしく楽しく吹けるリコーダー・アンサンブルの本	恋、海の声から前前前世まで				ケイ・エム・ピー		2017.11	103p	31cm						¥1700	
978-4-7732-4316-1	届けこのメッセージ!希望の歌キズナの歌	やさしい二部合唱/ピアノ伴奏			2訂版	ケイ・エム・ピー		2017.11	175p	30cm						¥2000	
978-4-7733-8047-7	想い	ドームに降る雪 エッセイ集	吉岡紋 著	吉岡孝二 著		近代文藝社		2017.11	127p	20cm						¥1400	
978-4-7738-1719-5	もうひとつのせかい	Another World	長田真作 作			現代企画室		2017.9	1冊(ページ付なし)	27cm						¥1400	
978-4-7741-9309-0	iPhone 8 Plusスマートガイドドコモ完全対応版		リンクアップ 著			技術評論社		2017.11	287p	19cm		ゼロからはじめる				¥980	
978-4-7741-9310-6	iPhone 8 Plusスマートガイドau完全対応版		リンクアップ 著			技術評論社		2017.11	287p	19cm		ゼロからはじめる				¥980	
978-4-7741-9311-3	iPhone 8 Plusスマートガイドソフトバンク完全対応版		リンクアップ 著			技術評論社		2017.11	287p	19cm		ゼロからはじめる				¥980	
978-4-7741-9312-0	iPhone 8/8 Plusはじめる&楽しむ100%入門ガイド	この1冊で最新iPhoneがわかる!	リンクアップ 著			技術評論社		2017.11	127p	26cm						¥880	
978-4-7741-9355-7	Canon EOS Kiss X9i基本&応用撮影ガイド		木村文平 著	MOSH books 著		技術評論社		2017.11	192p	19cm		今すぐ使えるかんたんmini				¥1380	
978-4-7741-9370-0	税理士のための所得税重要ポイントハンドブック 平成30年3月確定申告用		天池健治 著	菊島義昭 著		技術評論社		2017.11	375p	21cm						¥1980	
978-4-7744-0642-8	下谷風煙録		福島泰樹 著			皓星社		2017.10	218p	20cm						¥2700	
978-4-7744-0645-9	旅するバーテンダー 2		中森保貴 著			皓星社		2017.11	301p	19cm					ヨーロッパを駆け抜け、新たな世界をこの手でつかむ	¥1800	
978-4-7747-8411-3	絶版バイクFAN Vol.4	70's〜80's Vintage Motorcycle				コスミック出版		2017.12	145p	30cm		COSMIC MOOK			凝り性の大人たちの気になる単車/Z、マッハ、FX、ヨンフォア、CB、GT、GS	¥1200	
978-4-7747-8413-7	VOICE Channel VOL.01(2017)	今気になる女性声優&アーティストが集まるハイクオリティビジュアルマガジン!				コスミック出版		2017.12	111p	30cm		COSMIC MOOK				¥1500	
978-4-7747-8414-4	最新ドローン完全攻略 3					コスミック出版		2017.12	111p	29cm		COSMIC MOOK			FPVレーサー&空撮ドローンを始める重要ノウハウが満載!	¥1200	
978-4-7753-1552-1	薄明	鈴木康士画集	鈴木康士 著			新紀元社		2017.11	1冊(ページ付なし)	26cm	CD-ROM(1枚 12cm)					¥2400	
978-4-7755-2662-0	K-POP TOP IDOLS vol.7					オークラ出版		2017.11	96p	30cm		OAK MOOK 617			今いちばん人気のアイドル!!防弾少年団総力特集たっぷり44P SEVENTEEN・MONSTA X・GOT7	¥1000	
978-4-7755-2714-6	懐かしのケータイゲームマニアックス				永久保存版	オークラ出版		2017.11	127p	21cm		OAK MOOK 622				¥1296	
978-4-7761-1140-5	私立小学校入試セレクト問題集 常識編2	NEWウォッチャーズ				日本学習図書		2017.10	19p 32枚	21×30cm						¥2000	
978-4-7767-4584-6	年上の旦那様		龍本みお 著			宙出版		2017.11				MISSY COMICS	YLC Collection			¥510	
978-4-7767-4585-3	一度抱かれたら、彼のトリコ		米谷たかね 著			宙出版		2017.11				MISSY COMICS	YLC Collection			¥510	
978-4-7767-4586-0	ご当主様と夜ごと濡れる蜜戯		めぐみけい ほか著			宙出版		2017.10				MISSY COMICS	YLC DX Collection			¥648	
978-4-7767-4587-7	ビタースウィート 4		山口ねね 著			宙出版		2017.11				MISSY COMICS	YLC Collection			¥510	
978-4-7767-4588-4	泣かせた責任とってくれ 8		ナガトカヨ 著			宙出版		2017.11				MISSY COMICS	Next comics F			¥619	
978-4-7767-4589-1	大正ロマンチカ 16		小田原みづえ			宙出版		2017.11				MISSY COMICS	Next comics F			¥619	
978-4-7767-4590-7	天に恋う 13		望月桜 著	梨千子 原案		宙出版		2017.11	148p	19cm		MISSY COMICS	NextcomicsF			¥619	
978-4-7767-4591-4	優しい午後にくちづけて		桜屋響 著			宙出版		2017.11				EMERALD COMICS	ハーモニィコミックス			¥639	
978-4-7767-4592-1	純白の朝はきらめいて		さいとうちほ 著			宙出版		2017.11				EMERALD COMICS	ハーモニィコミックス			¥639	
978-4-7767-4594-5	黄昏にほほを寄せて		長谷川潤 著			宙出版		2017.11				EMERALD COMICS	ハーモニィコミックス			¥639	
978-4-7767-4595-2	暴君ヴァーデルの花嫁 初夜編11		松本帆加			宙出版		2017.11				MISSY COMICS	Next comics F			¥619	
978-4-7767-9688-6	MAD DOG 中	完全版	望月三起也 著			宙出版		2017.11	481p	21cm						¥1528	
978-4-7770-2145-1	北欧雑貨と暮らす no.11					ネコ・パブリッシング		2017.10	106p	30cm		NEKO MOOK 2645			デンマーク・デザイン特集	¥1194	
978-4-7770-5416-9	加越能鉄道加越線	庄川水力電気専用鉄道	服部重敬 著			ネコ・パブリッシング		2017.11	47p	26cm		RM LIBRARY 219				¥1250	
978-4-7771-1970-7	図解版「あとでやろう」と考えて「いつまでも」しない人へ	「のろま」でなくなる仕事術	和田秀樹 著			ゴマブックス		2017.11	207p	21cm						¥1200	
978-4-7778-1986-7	糖質OFFのごちそうおかず	キレイに・おいしく・ダイエット	はごろもフーズ 監修	金丸絵里加 料理・栄養監修		辰巳出版		2017.12	79p	30cm		タツミムック				¥1000	
978-4-7779-4848-2	美しすぎるヒルクライマー日向涼子のヒルクライムナビ	ロードバイクで坂道を上る!				枻出版社		2017.11	152p	30cm		エイムック 3865				¥1200	
978-4-7779-4849-9	北川一成の仕事術					枻出版社		2017.11	151p	29cm		エイムック 3866	Discover Japan_CREATORS			¥2000	
978-4-7779-4850-5	Coffee Complete	コーヒーの、すべて。				枻出版社		2017.11	239p	29cm		エイムック 3867				¥2000	
978-4-7779-4851-2	ライトニングハウス	LIGHTNING HOUSES				枻出版社		2017.11	167p	29cm		エイムック 3868	別冊Lightning Vol.172			¥1500	
978-4-7779-4852-9	世田谷ライフmagazine No.63(2017)					枻出版社		2017.11	121p	29cm		エイムック 3869			美味しくて楽しい。そして濃いィ〜下北沢で会いましょう。	¥838	
978-4-7779-4853-6	日本一わかりやすい筋肉の本	筋肉の名前・しくみ・働きがよくわかる! 筋肉別のイラストでかんたん解説	石山修盟 監修	かたおか朋子 イラスト		枻出版社		2017.11	111p	29cm		エイムック 3870				¥1000	
978-4-7779-4854-3	足立本	この街で、過ごす毎日が楽しくて。			最新版	枻出版社		2017.11	128p	29cm		エイムック 3871				¥925	
978-4-7779-4857-4	ラジドリセッティング攻略大全					枻出版社		2017.11	140p	29cm		エイムック 3874				¥1500	
978-4-7779-4858-1	セカンドスナップ #10	2nd SNAP				枻出版社		2017.11	162p	29cm		エイムック 3875	別冊2nd		“業界の洒落者”サンプルBOOK	¥1000	
978-4-7779-4860-4	ぜったい、ウマいやつの本	魂と胃袋を揺さぶる、胸熱のひと皿				枻出版社		2017.11	128p	29cm		エイムック 3877				¥907	
978-4-7779-4861-1	驚くほど入るパッティングのコツ	パットが上達すれば一気にスコアアップ!	EVEN 責任編集			枻出版社		2017.11	87p	30cm		エイムック 3878				¥685	
978-4-7779-4862-8	ザ・リアルマッコイズ 2018	The REAL McCOY'S				枻出版社		2017.11	177p	29cm		エイムック 3879	別冊Lightning Vol.173			¥950	
978-4-7779-4865-9	おかわり!山グルメ	Easy & Gourmet Recipes for Mountaineer	小雀陣二 著			枻出版社		2017.11	144p	19cm						¥1000	
978-4-7780-5011-5	梅沢富美男&東野幸治まんぷく農家メシ! 2	NHK BSプレミアム	NHK「まんぷく農家メシ!」取材班 編			小学館クリエイティブ	小学館	2017.11	95p	26cm		小学館GREEN MOOK				¥1300	
978-4-7782-0412-9	輝く女性起業家16人	未来を創る-私たちが選んだ道	ブレインワークス 編著			カナリアコミュニケーションズ		2017.11	189p	19cm						¥1300	
978-4-7782-0413-6	ガーナは今日も平和です。		山口未夏 著			カナリアコミュニケーションズ		2017.10	164p	19cm						¥1300	
978-4-7792-1870-5	日本アロマセラピー学会エビデンス集 2		日本アロマセラピー学会学会誌編集委員会 編集			日本アロマセラピー学会	メディカルレビュー社	2017.11	214p	30cm					最新5年間(2012〜2016年)の歩み・論文集	¥2350	
978-4-7792-1972-6	Diabetes Frontier Vol.28No.5(2017年10月)	糖尿病の学術専門誌	「Diabetes Frontier」編集委員会 編集			メディカルレビュー社		2017.10	p489〜609	28cm					特集・糖尿病と心合併症2017	¥2300	
978-4-7792-1981-8	てんかんの教科書		大澤眞木子 著	秋野公造 著		メディカルレビュー社		2017.10	181p	21cm						¥1400	
978-4-7792-1983-2	日本アロマセラピー学会症例報告集	20年間(1998〜2017年)の歩み	日本アロマセラピー学会第20回学術総会実行委員会 編集	日本アロマセラピー学会学会誌編集委員会 編集		日本アロマセラピー学会	メディカルレビュー社	2017.11	131p	30cm						¥2500	
978-4-7793-0549-8	Interactional Mind 10(2017)		日本ブリーフセラピー協会 編			北樹出版		2017.11	156p	21cm					特集:ミルトン・エリクソンと催眠	¥1700	
978-4-7795-1210-0	教育の方法と技術	学びを育てる教室の心理学	田中俊也 編			ナカニシヤ出版		2017.10	203p	21cm						¥2000	
978-4-7795-1213-1	創造性教育とモノづくり	工業高校発、製品開発によるイノベーションの方法論	山田啓次 著			ナカニシヤ出版		2017.9	227p	21cm						¥3000	
978-4-7796-3406-2	70年代レーシングカーのすべて vol.1					三栄書房		2017.12	130p	30cm		サンエイムック			1970-1974	¥907	
978-4-7796-3412-3	コンパクトカーのすべて 2018年					三栄書房		2017.12	127p	29cm		統括シリーズ vol.100			フィット/アクア/ヴィッツがマイナーチェンジでブラッシュアップ!	¥741	
978-4-7796-3417-8	トヨタハイエース 25	TOYOTA HIACE				三栄書房		2017.12	241p	30cm		ニューズムック	RVドレスアップガイドシリーズ VOL.126	STYLE RV		¥2000	
978-4-7796-3418-5	THE CAMP STYLE BOOK 10					三栄書房		2017.12	129p	29cm		ニューズムック			ゆるくてオシャレな、キャンプスタイルサンプル。2017秋冬	¥917	
978-4-7796-3447-5	北斗の拳大解剖	永遠なる漢たちの伝説	原哲夫 監修	武論尊 監修	改訂版	三栄書房		2017.12	128p	29cm		サンエイムック	大解剖ベストシリーズ			¥1000	
978-4-7803-0861-7	イスラームってなに? シリーズ2		長沢栄治 監修			かもがわ出版		2017.11	31p	27cm					イスラームのくらし	¥2500	
978-4-7803-0936-2	発達障害と環境デザイン	わくわくな未来をつくる 発達障害住環境サポーター養成講座<基礎研修>公式テキスト	暮らしデザイン研究所 編			かもがわ出版		2017.11	94p	26cm						¥2000	
978-4-7812-0583-0	臨床家のための矯正YEAR BOOK 2017					クインテッセンス出版		2017.11	195p	30cm					成長期の開咬を考える	¥6000	
978-4-7812-0584-7	疾患別歯学英単語1000		近藤真治 著			クインテッセンス出版		2017.11	150p	19cm						¥3000	
978-4-7812-0585-4	パーシャルデンチャー治療失敗回避のためのポイント47	診断・前処置・印象・設計・応急修理と術後管理の問題解決法	山下秀一郎 編著	佐々木啓一 編著		クインテッセンス出版		2017.11	236p	28cm						¥12000	
978-4-7812-0586-1	3Dイラストで見るペリオドンタルプラスティックサージェリー 天然歯編	エビデンスに基づいた切開・剝離・縫合	中田光太郎 監著	木林博之 監著		クインテッセンス出版		2017.11	159p	31cm						¥16500	
978-4-7812-0587-8	下顎総義歯吸着テクニック ザ・プロフェッショナル	Class Ⅰ/Ⅱ/Ⅲの臨床と技工、そしてエステティック	阿部二郎 監著	岩城謙二 著		クインテッセンス出版		2017.11	186p	28cm						¥12000	
978-4-7813-1215-6	計測・モニタリング技術	化学計測・計装の最先端とその応用	山下善之 監修		普及版	シーエムシー出版		2017.11	231p	26cm		ファインケミカルシリーズ				¥4600	
978-4-7813-1216-3	大気圧プラズマの技術とプロセス開発	Atmospheric Plasma its Technology and Process Development	沖野晃俊 監修		普及版	シーエムシー出版		2017.11	268p	26cm		新材料・新素材シリーズ				¥5400	
978-4-7813-1217-0	次世代バイオミメティクス研究の最前線	生物多様性に学ぶ	下村政嗣 監修	バイオミメティクス研究会 編集	普及版	シーエムシー出版		2017.11	350p	26cm		バイオテクノロジーシリーズ				¥7000	
978-4-7813-1270-5	自動車用加飾技術の最新動向	The Latest Trends in Surface Decoration for Automobile	桝井捷平 監修			シーエムシー出版		2017.10	213p	26cm		新材料・新素材シリーズ				¥72000	
978-4-7814-0996-2	揚雲雀	高橋裕子句集	高橋裕子 著			ふらんす堂		2017.10	190p	20cm						¥2700	
978-4-7816-1605-6	仏教	まんがでわかる! 人びとを「悟り」に導く仏の教えにまんがで入門!!	バラエティ・アートワークス 企画・漫画			イースト・プレス		2017.11	380p	19cm		まんがで読破Remix				¥648	
978-4-7816-1614-8	暴走する北朝鮮	緊迫する日米安保と司法の陥穽	朝倉秀雄 著			イースト・プレス		2017.11	302p	19cm						¥1500	
978-4-7846-0308-4	住宅改修と地震対策でまちづくり		児玉道子 著			社会保険出版社		2017.11	106p	21cm		ジェロントロジー・ライブラリー 3				¥1000	
978-4-7857-2567-9	逐条解説マイナンバー法		水町雅子 著			商事法務		2017.11	506p	21cm						¥6500	
978-4-7857-2568-6	情報ネットワーク・ローレビュー 第15巻(2017年10月)	Information Network Law Review	情報ネットワーク法学会 編			商事法務		2017.10	198p	26cm						¥4200	
978-4-7859-6108-4	ちょろこいぞ!休刊さん 1		大見武士 著			少年画報社		2017.11				コミック	YKコミックス			¥565	
978-4-7859-6109-1	総合タワーリシチ 上	完全版	あらた伊里 著			少年画報社		2017.11				コミック	YKコミックス			¥800	
978-4-7859-6110-7	総合タワーリシチ 下	完全版	あらた伊里 著			少年画報社		2017.11				コミック	YKコミックス			¥800	
978-4-7859-6111-4	ポテン・ヒット・ガール 1		丸顔めめ 著			少年画報社		2017.11				コミック	YKコミックス			¥565	
978-4-7859-6112-1	三十路おとめとモテはたち 4		甘詰留太 著			少年画報社		2017.11				コミック	YKコミックス			¥560	
978-4-7859-6113-8	喰フ女 1		甘詰留太 著			少年画報社		2017.11				コミック	YKコミックス			¥555	
978-4-7872-0065-5	図書館のこれまでとこれから	経験的図書館史と図書館サービス論	大串夏身 著			青弓社		2017.10	238p	19cm						¥2600	
978-4-7872-3424-7	サイレントマザー	貧困のなかで沈黙する母親と子ども虐待	石川瞭子 編著			青弓社		2017.10	270p	19cm						¥2000	
978-4-7878-2331-1	先天性骨髄不全症診療ガイドライン 2017		日本小児血液・がん学会 編集			診断と治療社		2017.10	18, 77p	26cm						¥3200	
978-4-7879-3535-9	古代中世文学論考 第35集		古代中世文学論考刊行会 編			新典社		2017.10	299p	22cm						¥6300	
978-4-7885-1546-8	ドーピングの哲学	タブー視からの脱却	ジャン=ノエル・ミサ 編	パスカル・ヌーヴェル 編		新曜社		2017.10	323p	20cm						¥4300	
978-4-7889-1449-0	「神」リーダーシップ	どんな組織も必ず結果に導く 超高額コンサルタントが明かす	三木相煥 著			実務教育出版		2017.11	253p	19cm						¥1400	
978-4-7889-1455-1	金持ち定年、貧乏定年	55歳から始める得する準備と手続きのすべて	長尾義弘 著	中島典子 著		実務教育出版		2017.11	191p	19cm						¥1400	
978-4-7889-4881-5	公務員試験新スーパー過去問ゼミ5社会学	地方上級・国家一般職・国家専門職	資格試験研究会 編			実務教育出版		2017.11	333p	21cm						¥1700	
978-4-7902-3328-2	ぼくはO・C・ダニエル		ウェスリー・キング 作	大西昧 訳		鈴木出版		2017.10	350p	20cm		鈴木出版の児童文学				¥1600	
978-4-7902-3329-9	社会でがんばるロボットたち 1		佐藤知正 監修			鈴木出版		2017.10	47p	31cm					家庭や介護でがんばるロボット	¥3000	
978-4-7902-5327-3	たんたんたまご		本信公久 絵	高木あきこ 作		鈴木出版		2017.11	1冊(ページ付なし)	16cm		はじめてのちいさなえほん				¥361	
978-4-7902-7244-1	写真とコメントを使って伝えるヴィジブルな保育記録のススメ	ヴィジブル=目に見える、可視化	小泉裕子 著	佐藤康富 著		鈴木出版		2017.10	111p	26cm						¥2000	
978-4-7906-0351-1	つながれつながれいのち	生きてきた生きていくわたし	鈴木共子 著			青娥書房		2017.11	143p	21cm						¥1400	
978-4-7911-0966-1	精神科医がうつ病になった		小松順一 著			星和書店		2017.10	125p	19cm						¥1800	
978-4-7916-2686-1	おんなのこのめいさくだいすき	キラキラかんどう 全25話	ささきあり 編著			西東社		2017.12	247p	21cm						¥1200	
978-4-7916-2687-8	おんなのこのめいさくだいすき	ドキドキときめき 全25話	ささきあり 編著			西東社		2017.12	246p	21cm						¥1200	
978-4-7923-5221-9	イギリスの刑事責任年齢		増田義幸 著			成文堂		2017.10	291p	22cm						¥7000	
978-4-7923-5227-1	講義刑法各論		関哲夫 著			成文堂		2017.10	700p	21cm						¥4900	
978-4-7927-9573-3	ロシア革命100年を考える		社会主義理論研究会(池袋) 著			世界書院		2017.10	142p	19cm		情況選書 001				¥1200	
978-4-7931-2253-8	実務で役立つ海外税務ケース・スタディ		太陽グラントソントン税理士法人 編著		改訂版	税務研究会出版局		2017.11	907p	22cm						¥5500	
978-4-7931-2271-2	新広大地評価の実務	新設された「地積規模の大きな宅地の評価」への対応	辻・本郷税理士法人 編			税務研究会出版局		2017.10	165p	21cm						¥1800	
978-4-7934-1706-1	JAの価値と役割		石田正昭 編著	小林元 編著		全国共同出版		2017.10	195p	21cm		経実Book				¥2300	
978-4-7942-2296-1	うまい日本酒をつくる人たち	酒屋万流	増田晶文 著			草思社		2017.10	263p	19cm						¥1800	
978-4-7944-1515-8	税理士になろう!		小池和彰 編著	東北学院大学会計人会 協力		創成社		2017.10	264p	19cm						¥1700	
978-4-7944-2513-3	グローバル社会と不動産価値		山本卓 編著			創成社		2017.10	148p	21cm						¥2100	
978-4-7944-2514-0	スタートアップ・ビジネス	起業のプランニングから起業後のマネジメントまで	石井宏宗 ほか著			創成社		2017.10	101p	19cm						¥1200	
978-4-7944-3184-4	地方創生のビジョンと戦略		佐久間信夫 編著	井上善博 編著		創成社		2017.10	309p	22cm						¥3000	
978-4-7944-3185-1	アジアのコングロマリット	新興国市場と超多角化戦略	澤田貴之 著			創成社		2017.10	239p	21cm						¥2500	
978-4-7947-0777-2	御先祖さまは忍者ガール		長野峻也 著			叢文社		2017.10	220p	19cm						¥1200	
978-4-7965-2416-2	まるごと図解摂食嚥下ケア		青山寿昭 編著			照林社		2017.11	171p	26cm						¥2400	
978-4-7980-4717-1	保育園浪人	子どもを産んで、なぜ罰ゲームを受けなきゃならないの?	清家あい 著			秀和システム		2017.11	207p	19cm						¥1300	
978-4-7980-5101-7	患者さんがみるみる元気になるリハビリ現場の会話術		矢口拓宇 著			秀和システム		2017.11	237p	19cm						¥1400	
978-4-7981-5351-3	自分でパパッと書ける確定申告 平成30年3月15日締切分		平井義一 監修			翔泳社		2017.11	8, 160p	30cm						¥1380	
978-4-7989-1451-0	揺らぐ国際システムの中の日本		柳田辰雄 編著			東信堂		2017.10	210p	19cm						¥2000	
978-4-7989-1453-4	「居住福祉資源」の思想	生活空間原論序説	早川和男 著			東信堂		2017.10	348p	22cm						¥2900	
978-4-7989-1461-9	知事と権力	神奈川から拓く自治体政権の可能性	礒崎初仁 著			東信堂		2017.10	510p	22cm						¥3800	
978-4-7989-1464-0	附属新潟中式「3つの重点」を生かした確かな学びを促す授業	教科独自の眼鏡を育むことが「主体的・対話的で深い学び」の鍵となる!	新潟大学教育学部附属新潟中学校 編著			東信堂		2017.10	202p	26cm						¥2000	
978-4-8002-7589-9	大人のコーディネートレッスン	自分を知れば似合う服が見えてくる	鈴木尚子 著			宝島社		2017.11	95p	23cm		e‐MOOK				¥1000	
978-4-8002-7629-2	日本の武士100人の履歴書	鬼武者にも裏の顔!?	矢部健太郎 監修			宝島社		2017.11	159p	26cm						¥700	
978-4-8002-7711-4	INGEBORG					宝島社		2017.11	16p	30cm		e‐MOOK	宝島社ブランドムック			¥1840	
978-4-8002-7724-4	根菜フリルサラダ削り〜ナレシピ	見た目も味も段違い!なのにテクニックいらず!				宝島社		2017.11	30p	26cm		TJ MOOK				¥1400	
978-4-8002-7744-2	家事の時間割	魔法の家事ノートで楽しく実践! 小さな習慣と「家事ノート」で誰でも段取り上手に!				宝島社		2017.11	95p	28cm		e‐MOOK				¥1200	
978-4-8002-7748-0	コウペンちゃんすぺしゃるぶっく	みんなえらい!				宝島社		2017.11	14p	26cm		e‐MOOK				¥1800	
978-4-8002-7753-4	暮らしのつなぎ方	ささやかな幸せを積み重ねる	内田彩仍 著			宝島社		2017.11	141p	25cm		e‐MOOK				¥1200	
978-4-8002-7759-6	X‐girl 2017WINTER SPECIAL BOOK					宝島社		2017.11	38p	30cm		e‐MOOK	宝島社ブランドムック			¥1600	
978-4-8002-7765-7	スープ屋しずくの謎解き朝ごはん 3		友井羊 著			宝島社		2017.11	278p	16cm		宝島社文庫 Cと-2-5	このミス大賞		想いを伝えるシチュー	¥650	
978-4-8002-7767-1	HeM 2017-2018AW Collection					宝島社		2017.11	15p	30cm		e‐MOOK	宝島社ブランドムック			¥1780	
978-4-8002-7795-4	異世界居酒屋「のぶ」 4杯目		蟬川夏哉 著			宝島社		2017.11	349p	16cm		宝島社文庫 Cせ-1-4				¥650	
978-4-8002-7810-4	璃子のパワーストーン事件目録	ラピスラズリは謎色に	篠原昌裕 著			宝島社		2017.11	283p	16cm		宝島社文庫 Cし-4-3	このミス大賞			¥600	
978-4-8002-7811-1	ニセモノだけど恋だった		齋藤ゆうこ 著			宝島社		2017.11	318p	16cm		宝島社文庫 Cさ-10-1				¥640	
978-4-8003-1324-9	いっきにわかる!確定申告の書き方	知らないと損をする!はじめての申告完全ガイド	松井繁忠 監修			洋泉社		2017.11	95p	29cm		洋泉社MOOK				¥925	
978-4-8003-1326-3	ブレードランナー究極読本&近未来SF映画の世界		中子真治 監修			洋泉社		2017.11	303p	21cm		洋泉社MOOK				¥1500	
978-4-8003-1338-6	公務員試験受かる勉強法落ちる勉強法 2019年度版	これが「最速受験術」だ!	「合格への道」研究会 編著			洋泉社		2017.11	286p	19cm						¥1300	
978-4-8003-1349-2	イラストで丸わかり!親鸞と浄土真宗	親鸞の教えから宗派の歴史、仏事までが一冊でわかる!				洋泉社		2017.11	111p	26cm		洋泉社MOOK				¥1200	
978-4-8003-1352-2	iPadがぜんぶわかる本	最新機能から快適設定&お得で便利な活用法まで徹底解説! 知識ゼロから				洋泉社		2017.11	143p	26cm		洋泉社MOOK				¥1200	
978-4-8003-1354-6	住友グループの研究	“結束力”を誇った企業集団	菊地浩之 著			洋泉社		2017.11	207p	18cm		歴史新書				¥900	
978-4-8003-1355-3	西郷隆盛と勝海舟	江戸無血開城一五〇年	安藤優一郎 著			洋泉社		2017.11	191p	18cm		歴史新書				¥950	
978-4-8007-3008-4	力尽きたときのための簡単ズボラレシピ		犬飼つな 著			ソーテック社		2017.11	215p	19cm						¥1300	
978-4-8010-0253-1	隠すことの叡智		今福龍太 著			水声社		2017.10	388p	20cm		パルティータ 3				¥3800	
978-4-8010-0288-3	カズオ・イシグロ	境界のない世界	平井杏子 著		新版	水声社		2017.10	267p	20cm		水声文庫				¥2500	
978-4-8014-0045-0	結婚一年生 2018年版		入江久絵 著			サンクチュアリ出版		2017.11	233p	21cm						¥1300	
978-4-8015-1588-8	ドSなスパルタ巨乳女教師を巨根でドMな孕ませオナホにした学園性活日誌		北原みのる 著	Miel 原作		パラダイム		2017.10	250p	15cm		オトナ文庫 088				¥750	
978-4-8015-1590-1	絶対服従催眠アプリ	憧れの先輩は僕の操り人形	雑賀匡 著	クレージュA 原作		パラダイム		2017.10	251p	15cm		オトナ文庫 090				¥750	
