ISBN	タイトル	サブタイトル	著者	著者2	版表示	出版社	発売者	出版年月	ページ数等	大きさ	付属資料の種類と形態	シリーズ名・シリーズ番号	シリーズ名・シリーズ番号2	シリーズ名・シリーズ番号3	各巻のタイトル	本体価格	セット本体価格
978-4-622-08118-0	ロラン・バルト著作集 8		ロラン・バルト 著			みすず書房		2017.9	375p	21cm					断章としての身体	¥6400	
978-4-622-08567-6	ポチョムキン都市		アドルフ・ロース 著	鈴木了二 監修		みすず書房		2017.9	327p	22cm						¥5800	
978-4-623-07140-1	小さな大世界史	アフリカから出発した人類の長い旅	ジェフリー・ブレイニー 著	南塚信吾 監訳		ミネルヴァ書房		2017.9	373, 10p	19cm						¥2800	
978-4-623-07900-1	スコットランド啓蒙における商業社会の理念		クリストファー・ベリー 著	田中秀夫 監訳		ミネルヴァ書房		2017.9	310, 15p	22cm		MINERVA人文・社会科学叢書 220				¥6500	
978-4-623-08076-2	保育・教職実践演習	わたしを見つめ、求められる保育者になるために	寺田恭子 編著	榊原志保 編著		ミネルヴァ書房		2017.10	190p	26cm						¥2200	
978-4-627-09671-4	線形代数	ベクトルからベクトル空間・線形写像まで	川嶌俊雄 著			森北出版		2017.9	233p	22cm						¥2600	
978-4-634-15118-5	文学で読む日本の歴史 戦国社会篇		五味文彦 著			山川出版社		2017.9	470p	20cm					応仁の乱-秀吉・家康	¥2000	
978-4-635-18052-8	丹沢・箱根371km	詳しい地図で迷わず歩く!	佐々木亨 著			山と溪谷社		2017.10	137p	21cm		首都圏1000kmトレイル 3				¥1550	
978-4-635-49026-9	歩き方で人生が変わる	あなたは病気や不幸になる歩き方をしていませんか? 幸せになる10の歩き方	長尾和宏 著			山と溪谷社		2017.10	207p	19cm						¥1200	
978-4-635-82014-1	電車の顔図鑑	JR線を走る鉄道車両	江口明男 著			天夢人	山と溪谷社	2017.9	159p	21cm		旅鉄BOOKS 002				¥1600	
978-4-635-82015-8	国鉄青春日記	昭和車掌の“人情”物語	檀上完爾 著			天夢人	山と溪谷社	2017.9	171p	19cm		旅鉄LIBRARY 001				¥1500	
978-4-635-92463-4	ROCK&SNOW 077(autumn issue sept.2017)					山と溪谷社		2017.10	129p	28cm					特集英国のクライミング	¥1333	
978-4-641-18437-4	金融の仕組みと働き		岡村秀夫 著	田中敦 著		有斐閣		2017.9	256p	22cm		有斐閣ブックス 477				¥2200	
978-4-642-01738-1	モノと技術の古代史 陶芸編		小林正史 編			吉川弘文館		2017.10	277p	22cm						¥6000	
978-4-642-02938-4	伊達政宗と南奥の戦国時代		垣内和孝 著			吉川弘文館		2017.10	279, 10p	22cm						¥9000	
978-4-642-04637-4	日本古代中世の葬送と社会		島津毅 著			吉川弘文館		2017.9	332, 24p	22cm						¥8500	
978-4-642-06730-0	真田松代藩の財政改革	『日暮硯』と恩田杢	笠谷和比古 著			吉川弘文館		2017.10	165p	19cm		読みなおす日本史				¥2200	
978-4-650-00699-5	理想 699号(2017)					理想社		2017.9	151p	21cm					特集デカルト	¥2000	
978-4-652-20213-5	あの町工場から世界へ	世界の人々の生活に役立つ日本製品	『あの町工場から世界へ』編集室 編			理論社		2017.9	79p	28cm		世界のあちこちでニッポン				¥4300	
978-4-652-20225-8	空飛ぶおべんとうツアー		野中柊 作	長崎訓子 絵		理論社		2017.9	133p	22cm		パンダのポンポン 9				¥1300	
978-4-654-07655-0	介護スタッフのためのシニアの心と体によい言葉がけ5つの鉄則		斎藤道雄 著			黎明書房		2017.9	91p	21cm						¥1500	
978-4-654-07656-7	クイズで覚える難読漢字&漢字を楽しむ一筆メール		脳トレーニング研究会 編			黎明書房		2017.9	63p	26cm						¥1500	
978-4-7503-4561-1	持続可能な生き方をデザインしよう	世界・宇宙・未来を通していまを生きる意味を考えるESD実践学	高野雅夫 編著			明石書店		2017.9	302p	21cm						¥2600	
978-4-7503-4564-2	言語過程説の探求 第3巻		佐良木昌 編			明石書店		2017.9	389p	22cm					自然言語処理への展開	¥6000	
978-4-7515-2832-7	りっぱなマジシャンへの道	マジック入門絵本	ギャリー・パーソンズ 絵	マット・エドモンドソン 文		あすなろ書房		2017.9	41p	31cm						¥2900	
978-4-7529-3123-2	血管インパクト		原田晃 著			医道の日本社		2017.8	103p	19cm		イラストと雑学で楽しく学ぶ解剖学				¥1500	
978-4-7531-0342-3	近代の<物神事実>崇拝について	ならびに「聖像衝突」	ブリュノ・ラトゥール 著	荒金直人 訳		以文社		2017.9	243p	20cm						¥2600	
978-4-7532-2851-5	病院からの全患者避難	災害医療フォーラム全講演	福田幾夫 編			医薬ジャーナル社		2017.9	215p	26cm						¥4600	
978-4-7533-1122-4	行動分析的“思考法”入門	生活に変化をもたらす科学のススメ	ジョン・ベイリー 著	メアリー・バーチ 著		岩崎学術出版社		2017.8	221p	21cm						¥3000	
978-4-7533-1123-1	臨床行動分析のすすめ方	ふだんづかいの認知行動療法	芝田寿美男 著			岩崎学術出版社		2017.9	237p	21cm						¥2800	
978-4-7533-1124-8	快の錬金術	報酬系から見た心	岡野憲一郎 著			岩崎学術出版社		2017.9	234, 8p	20cm		脳と心のライブラリー				¥2500	
978-4-7536-2311-2	熱電材料の物質科学	熱力学・物性物理学・ナノ科学	寺崎一郎 著			内田老鶴圃		2017.9	242p	21cm		物質・材料テキストシリーズ				¥4200	
978-4-7539-3405-8	実録!文系卒・社会人からの医学部学士編入成功の記録		加治屋広太 著			エール出版社		2017.10	158p	19cm		YELL books				¥1500	
978-4-7547-2439-9	図解国税通則法 平成29年版		黒坂昭一 編著	佐藤謙一 編著		大蔵財務協会		2017.9	576p	26cm						¥3148	
978-4-7547-4438-0	中小企業のための国税書類のスキャナ保存入門		袖山喜久造 共著	坂本真一郎 共著		大蔵財務協会		2017.9	187p	21cm						¥1667	
978-4-7547-4442-7	タダではすまない!消費税ミス事例集 平成29年版		熊王征秀 著			大蔵財務協会		2017.8	107p	21cm						¥1111	
978-4-7560-9243-4	大阪高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 111				¥2600	
978-4-7560-9244-1	大阪産業大学附属高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 112				¥2600	
978-4-7560-9277-9	夙川学院高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 146				¥2300	
978-4-7560-9293-9	履正社高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 165				¥2500	
978-4-7560-9304-2	京都産業大学附属高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 177				¥2600	
978-4-7560-9328-8	神港学園高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 204				¥2300	
978-4-7560-9354-7	三田学園高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 232				¥2400	
978-4-7560-9356-1	近畿大学附属和歌山高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 234				¥2600	
978-4-7560-9363-9	智辯学園和歌山高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 241				¥2600	
978-4-7560-9364-6	和歌山信愛高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 242				¥2600	
978-4-7560-9371-4	白陵高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 249				¥2500	
978-4-7560-9388-2	初芝橋本高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 266				¥2600	
978-4-7560-9390-5	開智高等学校 2018年度受験用	高校入試				英俊社		2017	1冊	26cm		高校別入試対策シリーズ 268				¥2700	
978-4-7560-9483-4	神戸山手女子中学校 2018年度受験用	中学入試				英俊社		2017	1冊	26cm		中学校別入試対策シリーズ 1061				¥2500	
978-4-7560-9524-4	京都産業大学附属中学校 2018年度受験用	中学入試				英俊社		2017	1冊	26cm		中学校別入試対策シリーズ 1112				¥2700	
978-4-7566-1756-9	フォンテーヌブローの饗宴	イタリア・マニエリスムからフランス美術の官能世界へ	田中久美子 著	石井朗 企画構成		ありな書房		2017.9	278p	22cm						¥4800	
978-4-7569-1926-7	中国のことがマンガで3時間でわかる本		筧武雄 著	馬成三 著	改訂増補	明日香出版社		2017.9	221p	21cm						¥1600	
978-4-7569-1927-4	使えないとアウト!30代からは統計分析で稼ぎなさい		蛭川速 著			明日香出版社		2017.9	205p	19cm						¥1500	
978-4-7569-1928-1	TOEIC LISTENING AND READING TEST 730点突破ガイド		植田一三 編著	浅井伸彦 著		明日香出版社		2017.9	321p	21cm	録音ディスク(1枚 12cm)	CD BOOK				¥2100	
978-4-7571-0378-8	完全対策NTTコミュニケーションズインターネット検定.com Master BASIC問題+総まとめ	公式テキスト第3版対応	小林道夫 監修			NTT出版		2017.9	265p	21cm						¥2600	
978-4-7571-4350-0	日本思想史への道案内		苅部直 著			NTT出版		2017.9	241p	19cm						¥2000	
978-4-7574-3010-5	CHAT DIARY	英語で3行日記	アルク出版編集部 編集			アルク		2017.9	1冊(ページ付なし)	19cm						¥1500	
978-4-7575-5358-3	幽霊の正体見たり、枯れ頭。 1		小花オト 著			スクウェア・エニックス		2017.9				ビッグガンガンコミックス				¥562	
978-4-7575-5465-8	ファイナルファンタジーⅩⅣ:紅蓮のリベレーター バトルジョブ&ダンジョン公式ガイド					スクウェア・エニックス		2017.9	191p	26cm		SE-MOOK				¥1602	
978-4-7575-5466-5	ドラゴンクエストⅩオールインワンパッケージ公式ガイドブック バージョン1+2+3まとめ編					スクウェア・エニックス		2017.9	207p	26cm		SE-MOOK	冒険者おうえんシリーズ			¥1700	
978-4-7575-5467-2	最弱無敗の神装機竜 9		唯浦史 作画	明月千里 原作		スクウェア・エニックス		2017.9				ガンガンコミックスONLINE				¥571	
978-4-7575-5468-9	ラララ 6	La La La	金田一蓮十郎 著			スクウェア・エニックス		2017.9	176p	19cm		ヤングガンガンコミックス				¥581	
978-4-7575-5469-6	ゆうべはお楽しみでしたね 4		金田一蓮十郎 著			スクウェア・エニックス		2017.9				ヤングガンガンコミックス				¥500	
978-4-7575-5470-2	〆切はおとといです。 1		Team.きんだいち 著			スクウェア・エニックス		2017.9				ヤングガンガンコミックス				¥657	
978-4-7575-5471-9	ゴブリンスレイヤー 3		黒瀬浩介 作画	蝸牛くも 原作		スクウェア・エニックス		2017.9				ビッグガンガンコミックス				¥581	
978-4-7580-4986-3	このたび王の守護獣お世話係になりました		柏てん 著			一迅社	講談社	2017.10	254p	15cm		一迅社文庫アイリス か-08-01				¥638	
978-4-7580-4987-0	最強ゴーレムの召喚士	異世界の剣士を仲間にしました。	こる 著			一迅社	講談社	2017.10	286p	15cm		一迅社文庫アイリス こ-07-05				¥638	
978-4-7580-4988-7	アルサール		如月千珠 著			一迅社	講談社	2017.10	311p	19cm		Roi de Blanc				¥960	
978-4-7580-4989-4	モブ…それも脇モブのはずなんですけど!?		bannbu 著			一迅社	講談社	2017.10	367p	19cm		Roi de Blanc				¥960	
978-4-7580-7722-4	こんなバカネコ好きになるわけが		田中森よこた 著			一迅社	講談社	2017.9				gateau comics				¥680	
978-4-7580-7723-1	ごめんしたって許さない		博士 著			一迅社	講談社	2017.9				gateau comics				¥680	
978-4-7580-7724-8	あんたを口説く100のセリフ		彩木咲花 著			一迅社	講談社	2017.9				gateau comics				¥680	
978-4-7580-7725-5	ハッピーエンドを信じてる		藤峰式 著			一迅社	講談社	2017.9				gateau comics				¥680	
978-4-7580-7727-9	デミライフ! 2		黄井ぴかち			一迅社	講談社	2017.10				YURIHIME COMICS				¥680	
978-4-7580-7728-6	月が綺麗ですね 3		伊藤ハチ 著			一迅社	講談社	2017.10				YURIHIME COMICS				¥680	
978-4-7580-7730-9	パルフェ	おねロリ百合アンソロジー				一迅社	講談社	2017.10				YURIHIME COMICS				¥750	
978-4-7580-7733-0	淫らな雛は春を売る		sawaco 著			一迅社	講談社	2017.9				gateau comics				¥680	
978-4-7581-0365-7	実験医学 Vol.35-No.15(2017増刊)		水島昇 編集	吉森保 編集		羊土社		2017.9	215p	26cm					Theオートファジー	¥5400	
978-4-7583-1299-8	動脈硬化予防 Vol.16No.3(2017)	Prevention of Arteriosclerosis	伊藤貞嘉 ほか編集			メジカルビュー社		2017.9	75p	28cm					特集「潜在性動脈硬化症の疫学」	¥2500	
978-4-7583-1800-6	乳がん薬物療法副作用マネジメント		増田慎三 編集			メジカルビュー社		2017.9	423p	19cm		プロのコツ				¥4500	
978-4-7584-1310-7	フェルメールの街		櫻部由美子 著			角川春樹事務所		2017.9	294p	19cm						¥1400	
978-4-7584-4107-0	ころころ手鞠ずし		坂井希久子 著			角川春樹事務所		2017.9	249p	16cm		ハルキ文庫 さ19-5	時代小説文庫	居酒屋ぜんや 3		¥580	
978-4-7584-4115-5	幻想古書店で珈琲を 5		蒼月海里 著			角川春樹事務所		2017.9	221p	16cm		ハルキ文庫 あ26-5			招かれざる客人	¥480	
978-4-7584-4116-2	決意		岡本さとる 著			角川春樹事務所		2017.9	295p	16cm		ハルキ文庫 お13-18	時代小説文庫	新・剣客太平記 7		¥600	
978-4-7584-4117-9	残照		北方謙三 著			角川春樹事務所		2017.9	303p	16cm		ハルキ文庫 き3-29	ブラディ・ドール 7			¥560	
978-4-7584-4118-6	つわもの長屋弾七郎夢芝居		新美健 著			角川春樹事務所		2017.9	247p	16cm		ハルキ文庫 に9-4	時代小説文庫			¥680	
978-4-7584-4119-3	もののふ戦記	小者・半助の戦い	長谷川卓 著			角川春樹事務所		2017.9	270p	16cm		ハルキ文庫 は5-15	時代小説文庫			¥640	
978-4-7584-4120-9	虹のかけ橋		和田はつ子 著			角川春樹事務所		2017.9	250p	16cm		ハルキ文庫 わ1-43	時代小説文庫	ゆめ姫事件帖 6		¥600	
978-4-7589-2247-0	理論言語学史		畠山雄二 編	本田謙介 ほか著		開拓社		2017.9	303p	21cm						¥3600	
978-4-7589-2248-7	ことばの科学	東京言語研究所開設50周年記念セミナー	西山佑司 編	杉岡洋子 編		開拓社		2017.9	177p	19cm						¥2000	
978-4-7593-1561-5	習近平の「三戦」法律戦輿論戦心理戦を暴く!!	尖閣諸島はこうして盗られる	屋山太郎 監修	日本戦略研究フォーラム 編		海竜社		2017.9	243p	19cm						¥1600	
978-4-7598-1644-0	食品衛生学		川添禎浩 編		新版	化学同人		2017.9	194p	26cm		新食品・栄養科学シリーズ	食べ物と健康 5			¥2500	
978-4-7598-1900-7	応用栄養学	ライフステージ別の栄養ケア・マネジメントを正しく理解するために	北島幸枝 編			化学同人		2017.9	232p	26cm		ステップアップ栄養・健康科学シリーズ 10				¥2800	
978-4-7601-4913-1	時事新報 48		池内輝雄 監修	奈良岡聰智 監修	復刻版	柏書房		2017.9	360p	43cm					大正5年7月(第11808号〜第11838号)	¥41667	6巻セット¥250000
978-4-7601-4914-8	時事新報 49		池内輝雄 監修	奈良岡聰智 監修	復刻版	柏書房		2017.9	358p	43cm					大正5年8月(第11839号〜第11869号)	¥41667	6巻セット¥250000
978-4-7601-4915-5	時事新報 50		池内輝雄 監修	奈良岡聰智 監修	復刻版	柏書房		2017.9	344p	43cm					大正5年9月(第11870号〜第11899号)	¥41667	6巻セット¥250000
978-4-7601-4916-2	時事新報 51		池内輝雄 監修	奈良岡聰智 監修	復刻版	柏書房		2017.9	362p	43cm					大正5年10月(第11900号〜第11930号)	¥41667	6巻セット¥250000
978-4-7601-4917-9	時事新報 52		池内輝雄 監修	奈良岡聰智 監修	復刻版	柏書房		2017.9	338p	43cm					大正5年11月(第11931号〜第11960号)	¥41667	6巻セット¥250000
978-4-7601-4918-6	時事新報 53		池内輝雄 監修	奈良岡聰智 監修	復刻版	柏書房		2017.9	348p	43cm					大正5年12月(第11961号〜第11991号)	¥41665	6巻セット¥250000
978-4-7612-7285-2	CITTA式未来を予約する手帳術	もっとやりたいことなりたい私を叶える!	青木千草 著			かんき出版		2017.9	158p	21cm						¥1400	
978-4-7612-7286-9	シリコンバレー式最強の育て方	人材マネジメントの新しい常識1on1ミーティング	世古詞一 著			かんき出版		2017.9	223p	19cm						¥1400	
978-4-7612-7287-6	コンサルタントの経営数字の教科書	年間報酬3000万円超えが10年続く	和仁達也 著			かんき出版		2017.9	351p	19cm						¥2200	
978-4-7612-7288-3	一流の人に学ぶ心の磨き方	悩みが消え迷いがなくなる70の心得	永松茂久 著			かんき出版		2017.9	190p	19cm						¥1300	
978-4-7615-2653-5	図説わかる水理学		井上和也 編	東良慶 著	改訂版	学芸出版社		2017.9	158p	26cm						¥2800	
978-4-7615-2654-2	集合住宅の騒音防止設計入門		建築音響共同研究機構 編	安藤啓 著		学芸出版社		2017.9	157p	21cm						¥2400	
978-4-7615-2655-9	図説やさしい構造力学		浅野清昭 著		改訂版	学芸出版社		2017.9	203p	26cm						¥2700	
978-4-7615-2656-6	まちをひらく技術	-建物・暮らし・なりわい-地域資源の一斉公開	オープンシティ研究会 著	岡村祐 著		学芸出版社		2017.9	223p	21cm						¥2500	
978-4-7619-2352-5	思いのない学校、思いだけの学校、思いを実現する学校	ビジョンとコミュニケーションの深化	妹尾昌俊 著			学事出版		2017.9	158p	21cm		変わる学校、変わらない学校 実践編1				¥1800	
978-4-7620-2736-9	子どもと社会的養護の基本		相澤譲治 編著	今井慶宗 編著		学文社		2017.9	132p	22cm						¥2000	
978-4-7628-2992-5	PBL学びの可能性をひらく授業づくり	日常生活の問題から確かな学力を育成する	L.トープ 著	S.セージ 著		北大路書房		2017.9	166p	21cm						¥2200	
978-4-7629-6044-4	墓誌を用いた北魏史研究		窪添慶文 著			汲古書院		2017.9	601, 15p	22cm		汲古叢書 145				¥15000	
978-4-7631-3569-8	動的ストレッチメソッド	DYNAMIC STRETCHING FOR EASY MOVEMENT	谷本道哉 著			サンマーク出版		2017.9	149p	21cm						¥1300	
978-4-7631-3650-3	運命のサインをよみとく事典	A Codebook for Deciphering the Signs and Messages of Your fate	香椎美裕紀 著			サンマーク出版		2017.9	366p	19cm						¥1600	
978-4-7646-0346-2	海軍大将嶋田繁太郎備忘録・日記 1		嶋田繁太郎 著	軍事史学会 編		錦正社		2017.9	16, 444p	22cm					備忘録 第1〜第5	¥9500	
978-4-7655-1849-9	自然災害	減災・防災と復旧・復興への提言	梶秀樹 編著	和泉潤 編著		技報堂出版		2017.9	332p	21cm						¥3600	
978-4-7655-4482-5	水の不思議		稲場秀明 著			技報堂出版		2017.9	180p	21cm		科学の眼で見る日常の疑問				¥2000	
978-4-7655-4483-2	色と光のはなし		稲場秀明 著			技報堂出版		2017.9	178p	21cm		科学の眼で見る日常の疑問				¥2000	
978-4-7657-4558-1	生命保険有効活用提案シート集		辻・本郷税理士法人 編著	MC税理士法人 編著		銀行研修社		2017.9	174p	26cm						¥2222	
978-4-7664-2441-6	国民視点の医療改革	超高齢社会に向けた技術革新と制度	翁百合 著			慶應義塾大学出版会		2017.9	232p	20cm						¥2500	
978-4-7664-2451-5	イスラエルの文化遺産マネジメント	遺跡の保護と活用	岡田真弓 著			慶應義塾大学出版会		2017.9	252, 46p	22cm						¥6500	
978-4-7664-2465-2	井筒俊彦の学問遍路	同行二人半	井筒豊子 著			慶應義塾大学出版会		2017.9	205p	20cm						¥4000	
978-4-7664-2472-0	バルトーク音楽のプリミティヴィズム		太田峰夫 著			慶應義塾大学出版会		2017.9	261, 11p	22cm						¥4500	
978-4-7676-1329-1	土木工事積算基準マニュアル 平成29年度版					建設物価調査会		2017.8	1552p	27cm						¥10800	
978-4-7676-5427-0	下水道工事積算の実際	管きょの積算と実例			改訂26版	建設物価調査会		2017.8	660p	26cm						¥7600	
978-4-7676-6123-0	下水道工事積算標準単価 平成29年度版	積上積算方式による 小口径管路施設(開削・高耐荷推進・低耐荷推進)				建設物価調査会		2017.9	370p	26cm						¥7200	
978-4-7676-6202-2	公共土木工事工期設定の考え方		国土交通省大臣官房技術調査課 監修	建設システム研究会 編著		建設物価調査会		2017.8	151p	26cm						¥2800	
978-4-7678-2335-5	美しい苔庭づくり		アニー・マーティン 著	石黒千秋 訳		エクスナレッジ		2017.9	240p	23cm						¥2200	
978-4-7678-2336-2	日本の最も美しい町	一度は訪れたい歴史と文化を今に伝える119の建築遺産群	美しい町研究会 著			エクスナレッジ		2017.9	159p	26cm						¥1800	
978-4-7678-2375-1	猫のための家づくり					エクスナレッジ		2017.9	191p	21cm						¥1481	
978-4-7678-2378-2	家事が好きになる暮らしの工夫	面倒くさがりでも、時間がなくてもできる	中山あいこ 著			エクスナレッジ		2017.9	127p	21cm						¥1400	
978-4-7678-2383-6	東京モダン建築さんぽ	Modern Building TOKYO	倉方俊輔 著	下村しのぶ 写真		エクスナレッジ		2017.9	207p	21cm						¥1800	
978-4-7684-3559-5	知的障害のある人のライフストーリーの語りからみた障害の自己認識		杉田穏子 著			現代書館		2017.8	220p	22cm						¥2500	
978-4-7684-5811-2	相撲茶屋のおかみさん		横野レイコ 著			現代書館		2017.9	166p	19cm						¥1200	
978-4-7690-2226-8	マスターさんとどうぶつえん		アーノルド・ローベル さく	こみやゆう やく		好学社		2017.8	1冊(ページ付なし)	19×26cm						¥1400	
978-4-7699-1610-9	魚類学		矢部衞 編	桑村哲生 編		恒星社厚生閣		2017.9	377p	21cm						¥4500	
978-4-7703-2724-6	対話でわかる4級QC検定試験テキスト&問題集		福井清輔 編著			弘文社		2017.10	153p	22cm		国家・資格シリーズ 395				¥1500	
978-4-7710-2901-9	ハイデガーとともに、ハイデガーに抗して	無意味な世界における意味の誕生	後藤嘉也 著			晃洋書房		2017.9	248, 6p	22cm						¥2800	
978-4-7710-2913-2	フッサールの後期還元思想	『危機書』への集束	堀栄造 著			晃洋書房		2017.9	252p	22cm						¥3800	
978-4-7719-0487-3	乳房オンコプラスティック・サージャリー 2		矢野健二 編著	小川朋子 編著		克誠堂出版		2017.9	198p	26cm					症例から学ぶ手術手技	¥12000	
978-4-7722-9010-4	ルクリュの19世紀世界地理 第1期セレクション4		エリゼ・ルクリュ 著	柴田匡平 訳		古今書院		2017.9	917, 68p 図版7枚	22cm					インドおよびインドシナ	¥25000	
978-4-7724-1580-4	性犯罪者への治療的・教育的アプローチ		門本泉 編著	嶋田洋徳 編著		金剛出版		2017.9	275p	22cm						¥4200	
978-4-7726-1307-1	亡国の武器輸出	防衛装備移転三原則は何をもたらすか	池内了 編	青井未帆 編		合同出版		2017.9	247p	19cm						¥1650	
978-4-7730-5882-6	イージス艦	日本を北朝鮮弾道ミサイルから防衛する最強の楯	柿谷哲也 著			笠倉出版社		2017.10	79p	26cm		SAKURA MOOK 76	なるほどわかるシリーズ			¥590	
978-4-7740-0732-8	やったね!はりねずみくん	Tev izdevās,ezīt!Eža kažocinš	マイヤ・リードゥマ 絵	三木卓 文		写真文化首都北海道「写真の町」東川町	かまくら春秋社	2017.8	31p	27cm						¥1600	
978-4-7741-9175-1	Canon EOS 9000D基本&応用撮影ガイド		鹿野貴司 著	ナイスク 著		技術評論社		2017.9	191p	19cm		今すぐ使えるかんたんmini				¥1380	
978-4-7741-9176-8	スマートフォン最新アプリ 2018年版	Android対応	松村武宏 著			技術評論社		2017.9	191p	19cm		ゼロからはじめる				¥1080	
978-4-7741-9177-5	iPhoneアプリ完全大事典 2018年版		田中拓也 著	阿久津良和 著		技術評論社		2017.9	335p	19cm		今すぐ使えるかんたんPLUS+				¥1380	
978-4-7741-9178-2	最強の効果を生みだす新しいSEOの教科書		野澤洋介 著			技術評論社		2017.10	287p	21cm						¥1980	
978-4-7741-9186-7	Chainerで学ぶディープラーニング入門		島田直希 著	大浦健志 著		技術評論社		2017.9	193p	23cm						¥2760	
978-4-7741-9215-4	au AQUOS R SHV39スマートガイド		技術評論社編集部 著			技術評論社		2017.9	191p	19cm		ゼロからはじめる				¥1480	
978-4-7741-9216-1	ビジネスモデル症候群	なぜ、スタートアップの失敗は繰り返されるのか?	和波俊久 著			技術評論社		2017.9	221p	19cm						¥1680	
978-4-7741-9220-8	これで安心!ケアマネが教えるはじめての親の入院・介護	あわてない、うろたえないための鉄則55	高岡里佳 著			技術評論社		2017.9	191p	21cm						¥1400	
978-4-7741-9221-5	データベーススペシャリスト合格教本 平成30年度		金子則彦 著			技術評論社		2017.9	559p	21cm	CD-ROM(1枚 12cm)					¥2880	
978-4-7741-9222-2	Pythonエンジニアファーストブック		鈴木たかのり 著	清原弘貴 著		技術評論社		2017.9	315p	21cm						¥2400	
978-4-7741-9223-9	PythonユーザのためのJupyter<実践>入門		池内孝啓 著	片柳薫子 著		技術評論社		2017.9	415p	23cm						¥3300	
978-4-7741-9224-6	ドコモAQUOS R SH-03Jスマートガイド		技術評論社編集部 著			技術評論社		2017.9	191p	19cm		ゼロからはじめる				¥1380	
978-4-7746-2118-0	すっぱりめがね		藤村賢志 作			教育画劇		2017.9	32p	27cm						¥1300	
978-4-7752-0103-9	足立流ど根性幸福論	人生仕切り直すなら今、もう定年なんて待ってられない	足立雄三 著			ほんの木		2017.9	217p	19cm						¥1200	
978-4-7753-1543-9	ロール&ロール Vol.156	for UNPLUGGED-GAMERS				新紀元社		2017.9	146p	26cm					特集シャドウラン5th Edition	¥1300	
978-4-7767-4557-0	傲慢男爵の禁じられた花嫁		酒井美羽 著			宙出版		2017.9				EMERALD COMICS	ハーモニィコミックス			¥639	
978-4-7767-4558-7	高慢侯爵の愛の罠		酒井美羽 著			宙出版		2017.9				EMERALD COMICS	ハーモニィコミックス			¥639	
978-4-7767-9684-8	おでかけ弁当ドリル	miseben もう、詰め方、見映えに悩まない!	上島亜紀 著			宙出版		2017.9	127p	26cm						¥1300	
978-4-7775-2026-8	はじめてのNode‐RED	「データ」の流れを自由自在につくる!	Node‐REDユーザーグループジャパン 著			工学社		2017.9	255p	21cm		I/O BOOKS				¥2500	
978-4-7778-1913-3	移住者たちのリアルな声でつくった海外暮らし最強ナビ アジア編		室橋裕和 編	海外移住情報研究会 編		辰巳出版		2017.9	223p	21cm						¥1500	
978-4-7778-1956-0	ラズウェル細木が選んだ旬魚でつくる男のひとりつまみ		葛島一美 写真&レシピ	ラズウェル細木 監修		辰巳出版		2017.10	63p	30cm		タツミムック				¥490	
978-4-7779-4803-1	趣味の文具箱 vol.43	文房具を愛し、人生を楽しむ本。				枻出版社		2017.9	152p	29cm		エイムック 3820			良い紙で書きたい	¥1500	
978-4-7783-1595-5	超スーファミ		箭本進一 著	阿部広樹 著		太田出版		2017.9	311p	19cm						¥1500	
978-4-7791-2378-8	彷徨える魂たちの行方	ソール・ベロー後期作品論集	日本ソール・ベロー協会 編			彩流社		2017.9	312, 41p	20cm						¥3500	
978-4-7791-2396-2	インクルーシブ国際社会論		森彰夫 著			彩流社		2017.9	226p	22cm						¥2500	
978-4-7792-1955-9	予防の観点で考える認知症・サルコペニア	生活習慣改善に基づく指導とケア	野口緑 編著	船橋徹 編著		メディカルレビュー社		2017.9	157p	21cm						¥1800	
978-4-7792-1958-0	Frontiers in Glaucoma 第54号(2017)		Frontiers in Glaucoma編集委員会 編集			メディカルレビュー社		2017.9	96p	28cm						¥2100	
978-4-7795-1187-5	キャリアカウンセリング再考	実践に役立つQ&A	渡辺三枝子 編著	大庭さよ ほか著	第2版	ナカニシヤ出版		2017.8	226p	19cm						¥2400	
978-4-7795-1199-8	まちづくりからの小さな公共性	城下町村上の挑戦	矢野敬一 著			ナカニシヤ出版		2017.8	241p	19cm						¥2600	
978-4-7795-1200-1	ケアの実践とは何か	現象学からの質的研究アプローチ	西村ユミ 編著	榊原哲也 編著		ナカニシヤ出版		2017.9	276p	19cm						¥2800	
