ISBN	タイトル	サブタイトル	著者	著者2	版表示	出版社	発売者	出版年月	ページ数等	大きさ	付属資料の種類と形態	シリーズ名・シリーズ番号	シリーズ名・シリーズ番号2	シリーズ名・シリーズ番号3	各巻のタイトル	本体価格	セット本体価格
978-4-06-220818-5	スリーパー浸透工作員		竹内明 著			講談社		2017.9	319p	20cm		警視庁公安部外事二課 3				¥1600	
978-4-06-259817-0	狭心症・心筋梗塞	発作を防いで命を守る イラスト版	三田村秀雄 監修			講談社		2017.9	98p	21cm		健康ライブラリー				¥1300	
978-4-06-259862-0	ADHDの子の育て方のコツがわかる本		本田秀夫 監修	日戸由刈 監修		講談社		2017.9	98p	21cm		健康ライブラリー	スペシャル			¥1300	
978-4-06-269512-1	X-01 2		あさのあつこ 著	田中達之 画		講談社		2017.9	172p	19cm		YA!ENTERTAINMENT				¥950	
978-4-06-283108-6	ヴァンピリーナはバレリーナ	ドキドキのはつぶたい	レウィン・ファム 絵	アン・マリー・ペイス 文		講談社		2017.9	38p	29cm		講談社の翻訳絵本				¥1900	
978-4-06-287027-6	コウノドリ	命がうまれる現場から	鴻鳥サクラ ナビゲーター	鈴ノ木ユウ 原作・イラスト		講談社		2017.9	190p	19cm						¥1200	
978-4-06-350540-5	東京ディズニーリゾートアトラクションガイドブック 2018		ディズニーファン編集部 編			講談社		2017.9	107p	26cm		My Tokyo Disney Resort 140				¥1000	
978-4-06-381623-5	軍師/詐欺師は紙一重 2		神野オキナ 著			講談社		2017.9	390p	15cm		講談社ラノベ文庫 か-5-2-2				¥700	
978-4-06-381626-6	異世界支配のスキルテイカー 7	ゼロから始める奴隷ハーレム	柑橘ゆすら 著			講談社		2017.9	227p	15cm		講談社ラノベ文庫 か-7-1-7				¥600	
978-4-06-381629-7	さくらとともに舞う		ひなた華月 著			講談社		2017.9	295p	15cm		講談社ラノベ文庫 ひ-3-2-1				¥620	
978-4-06-509215-6	妖怪ごはん 1	神饌の料理人	十凪高志 著			Cygames	講談社	2017.9	192p	19cm		サイコミ				¥570	
978-4-06-509216-3	群れなせ!シートン学園 volume2	come together!to the seton academy	山下文吾 著			Cygames	講談社	2017.9	190p	19cm		サイコミ				¥570	
978-4-06-509217-0	神撃のバハムートTWIN HEADS 03	RAGE OF BAHAMUT TWIN HEADS	Ryota‐H 作画	Cygames 原作		Cygames	講談社	2017.9	1冊	19cm		サイコミ				¥560	
978-4-06-509218-7	神撃のバハムートミスタルシアサーガ Vol.1	RAGE OF BAHAMUT Mystalsia Saga	近藤るるる 漫画	Cygames 原作		Cygames	講談社	2017.9	195p	19cm		サイコミ				¥570	
978-4-06-509220-0	グランブルーファンタジー volume.03	GRANBLUE FANTASY	cocho 作画	Cygames 原作		Cygames	講談社	2017.9	144p	19cm		サイコミ				¥560	
978-4-06-509227-9	あいどるスマッシュ! 02		TNSK 著			Cygames	講談社	2017.9	177p	19cm		サイコミ				¥560	
978-4-06-509401-3	トミカかずあそびはってはがせるシールえほん					講談社		2017.9	7p	17×19cm		げんきの絵本				¥640	
978-4-06-509535-5	オクニョ 第3巻	運命の女	講談社 編			講談社		2017.9	127p	26cm		講談社MOOK	韓国ドラマ・ガイド			¥1400	
978-4-06-509591-1	HOUYHNHNM Unplugged ISSUE06(2017AUTUMN WINTER)					講談社ビーシー	講談社	2017.9	218p	30cm		講談社MOOK			ヒップな趣味。	¥787	
978-4-06-510402-6	野食のススメ	東京自給自足生活	茸本朗 著			星海社	講談社	2017.9	316p	18cm		星海社新書 114				¥980	
978-4-06-510440-8	筒井康隆入門		佐々木敦 著			星海社	講談社	2017.9	269p	18cm		星海社新書 115				¥900	
978-4-07-421902-5	COMIC魂 Vol.1					はちどり	主婦の友社	2017.10	305p	26cm		主婦の友ヒットシリーズ				¥555	
978-4-07-421983-4	北欧おみやげ手帖	12年間の「これ、買ってよかった」	森百合子 著			ジュウ・ドゥ・ポゥム	主婦の友社	2017.10	127p	19cm						¥1400	
978-4-07-425484-2	はじめてのボランティア手話	手の動きがすぐにマネできる「ミラー撮影」採用	谷千春 監修			主婦の友社		2017.10	143p	26cm	DVDビデオディスク(1枚 12cm)	ゼロからわかる手話入門				¥1500	
978-4-07-425840-6	これは効く!食べて治す最新栄養成分事典		中嶋洋子 監修	蒲原聖可 監修		主婦の友社		2017.10	223p	21cm						¥1400	
978-4-07-426489-6	コレステロールにぐぐっと効く食事習慣	かんたん、ラクラク!自力でできる!	主婦の友社 編			主婦の友社		2017.10	175p	18cm						¥950	
978-4-07-426762-0	Switch	吉岡茉祐1st写真集	尾形正茂 撮影			主婦の友インフォス	主婦の友社	2017.10	1冊(ページ付なし)	30cm						¥3200	
978-4-07-426851-1	妊活に疲れたら、開く本	妊活ストレスに悩むあなたに	平山史朗 著			主婦の友インフォス	主婦の友社	2017.10	159p	19cm						¥1400	
978-4-07-427075-0	がんを再発させない暮らし方	きょうから始められる5つの生活習慣	鹿島田忠史 著			主婦の友社		2017.10	191p	19cm						¥1300	
978-4-07-427187-0	絶対うまくなる!バレーボール	伝説の名人が伝授!試合で勝てる職人技	青山繁 監修	主婦の友社 編	新版	主婦の友社		2017.10	159p	21cm	DVDビデオディスク(1枚 12cm)					¥1500	
978-4-07-427193-1	花木をはじめて育てる人に役立つ本	手軽な木からちょっと大きくなる木まで	船越亮二 監修	主婦の友社 編		主婦の友社		2017.10	175p	24cm						¥1500	
978-4-07-427218-1	一生使える毎日の腎臓病献立	リングカード式	川村哲也 監修	湯浅愛 監修	最新決定版	主婦の友社		2017.10	1冊(ページ付なし)	26cm						¥3200	
978-4-07-427276-1	はじめてのお菓子教室	イチからぜ〜んぶ教えます!	荻田尚子 著			主婦の友社		2017.10	143p	24cm		実用No.1				¥1200	
978-4-07-427632-5	7日間で美しい字が書ける筆ペン・小筆練習帳	字が変われば人生も変わる!	川原世雲 監修			主婦の友社		2017.10	111p	21cm						¥780	
978-4-08-157071-3	ART GALLERY 1	テーマで見る世界の名画	青柳正規 監修	木島俊介 監修		集英社		2017.9	99p	31×31cm					ヴィーナス	¥5000	
978-4-08-157072-0	ART GALLERY 2	テーマで見る世界の名画	青柳正規 監修	木島俊介 監修		集英社		2017.9	99p	31×31cm					肖像画	¥5000	
978-4-08-288098-9	あしたヒーローになれる!ドッジボール		吉田隼也 監修	猿山長七郎 まんが		集英社		2017.9	176p	21cm		集英社版・学習まんが	SPORTS			¥1100	
978-4-08-321393-9	すもう道まっしぐら!		豪栄道豪太郎 著			集英社		2017.9	174p	18cm		集英社みらい文庫 こ-10-1				¥640	
978-4-08-321394-6	先生!、、、好きになってもいいですか?	映画ノベライズ みらい文庫版	はのまきみ 著	河原和音 原作カバーイラスト		集英社		2017.9	172p	18cm		集英社みらい文庫 か-7-4				¥700	
978-4-08-321395-3	おそ松さん〜番外編再び〜		小倉帆真 著	おそ松さん製作委員会 監修		集英社		2017.9	192p	18cm		集英社みらい文庫 あ-10-2				¥720	
978-4-08-321397-7	胸キュンスカッと	ありのままの君が好き ノベライズ	百瀬しのぶ 著	痛快TVスカッとジャパン 原作		集英社		2017.9	184p	18cm		集英社みらい文庫 も-6-1				¥700	
978-4-08-631203-5	英雄教室 9		新木伸 著			集英社		2017.9	279p	15cm		ダッシュエックス文庫 あ-21-19				¥600	
978-4-08-631204-2	幻想戦線		暁一翔 著			集英社		2017.9	338p	15cm		ダッシュエックス文庫 あ-24-1				¥630	
978-4-08-631205-9	輪廻剣聖	持ち手を探して奴隷少女とゆく異世界の旅	多宇部貞人 著			集英社		2017.9	279p	15cm		ダッシュエックス文庫 た-15-1				¥600	
978-4-08-631206-6	若者の黒魔法離れが深刻ですが、就職してみたら待遇いいし、社長も使い魔もかわいくて最高です! 2		森田季節 著			集英社		2017.9	311p	15cm		ダッシュエックス文庫 も-4-6				¥610	
978-4-08-771121-9	武士マチムラ		今野敏 著			集英社		2017.9	345p	20cm						¥1600	
978-4-08-773490-4	ボージャングルを待ちながら		オリヴィエ・ブルドー 著	金子ゆき子 訳		集英社		2017.9	197p	19cm						¥1700	
978-4-08-781633-4	だから、居場所が欲しかった。	バンコク、コールセンターで働く日本人	水谷竹秀 著			集英社		2017.9	283p	20cm						¥1600	
978-4-08-786085-6	カテゴリーキング	Airbnb、Google、Uberは、なぜ世界のトップに立てたのか	アル・ラマダン 著	デイブ・ピーターソン 著		集英社		2017.9	397p	19cm						¥2000	
978-4-08-789009-9	1964年の有村架純	NHK連続テレビ小説「ひよっこ」愛蔵版フォトブック	大江麻貴 撮影			集英社		2017.9	127p	24cm						¥1700	
978-4-08-792024-6	はるはなのみの 2		河井英槻 著			集英社		2017.9	173p	19cm		愛蔵版コミックス				¥750	
978-4-08-792723-8	いつかモテるかな 3		よしたに 著			集英社		2017.9	153p	21cm		グランドジャンプ愛蔵版コミックス				¥1000	
978-4-08-845814-4	アシガール 9	From the future for you!!	森本梢子 著			集英社		2017.9	155p	18cm		マーガレットコミックス				¥419	
978-4-08-845818-2	菜の花の彼 14		桃森ミヨシ 著	鉄骨サロ 著		集英社		2017.9	1冊(ページ付なし)	18cm		マーガレットコミックス				¥400	
978-4-08-845819-9	メイちゃんの執事DX 9		宮城理子			集英社		2017.9				マーガレットコミックス				¥400	
978-4-08-845820-5	神様のえこひいき 2		小村あゆみ			集英社		2017.9				マーガレットコミックス				¥400	
978-4-08-845821-2	ふしぎの国の有栖川さん 3		オザキアキラ			集英社		2017.9				マーガレットコミックス				¥400	
978-4-08-845822-9	ばいばいリバティー 3		八田鮎子			集英社		2017.9				マーガレットコミックス				¥400	
978-4-08-845824-3	君とワンダーランド 1		渡辺カナ			集英社		2017.9				マーガレットコミックス				¥400	
978-4-08-845825-0	ビタープリンス 1		中河友里			集英社		2017.9				マーガレットコミックス				¥400	
978-4-08-845826-7	花咲くスワロウ		庭野ハル			集英社		2017.9				マーガレットコミックス				¥400	
978-4-08-845827-4	わたしの巨人くん		香坂みり			集英社		2017.9				マーガレットコミックス				¥400	
978-4-08-845828-1	君と見るセカイ		柳井わかな			集英社		2017.9				マーガレットコミックス				¥400	
978-4-08-845829-8	太陽が見ている<かもしれないから> 7		いくえみ綾			集英社		2017.9				マーガレットコミックス				¥419	
978-4-08-845830-4	三日月と流れ星 4		椎名あゆみ 著			集英社		2017.9	126p	18cm		マーガレットコミックス				¥419	
978-4-08-845831-1	初めて恋をした日に読む話 3		持田あき			集英社		2017.9				マーガレットコミックス	Cookie			¥440	
978-4-08-845832-8	わたしの上司 6		田島みみ			集英社		2017.9				マーガレットコミックス				¥419	
978-4-08-845833-5	真夜中のステラリウム 1		花野リサ			集英社		2017.9				マーガレットコミックス				¥400	
978-4-08-867474-2	なないろ革命 8		柚原瑞香			集英社		2017.9				りぼんマスコットコミックス				¥440	
978-4-08-867475-9	古屋先生は杏ちゃんのモノ 3		香純裕子			集英社		2017.9				りぼんマスコットコミックス				¥420	
978-4-08-867476-6	ちびしかくちゃん 1		さくらももこ			集英社		2017.9				りぼんマスコットコミックス				¥450	
978-4-09-127826-5	おとこのこ妻 01		クリスタルな洋介 著			小学館		2017.10				サンデーうぇぶり少年サンデーコミックス				¥600	
978-4-09-139423-1	禁.断.婚.約. 5		心あゆみ 著			小学館		2017.10				Sho‐Comiフラワーコミックス				¥429	
978-4-09-139469-9	ハツ*ハル 11		藤沢志月 著			小学館		2017.10	190p	18cm		ベツコミフラワーコミックス				¥429	
978-4-09-139470-5	藤原くんはだいたい正しい 4		ヒナチなお 著			小学館		2017.10				ベツコミフラワーコミックス				¥429	
978-4-09-139474-3	1コ下から、キスさせて。 1		中島ベガ 著			小学館		2017.10				ベツコミフラワーコミックス				¥429	
978-4-09-139475-0	ニケ先輩のおおせのままに		西野きいな 著			小学館		2017.10				ベツコミフラワーコミックス				¥429	
978-4-09-139498-9	執事たちの沈黙 4		桜田雛 著			小学館		2017.10				Cheese!フラワーコミックス				¥429	
978-4-09-139499-6	水神の生贄 7	The Dragon's Bride	藤間麗 著			小学館		2017.10	183p	18cm		Cheese!フラワーコミックス				¥429	
978-4-09-139504-7	ぼくの輪廻 4	Made in Heaven	嶋木あこ 著			小学館		2017.10				Cheese!フラワーコミックス				¥429	
978-4-09-139505-4	KとKの未婚関係		中村ユキチ 著			小学館		2017.10				Cheese!フラワーコミックス				¥429	
978-4-09-139506-1	取り急ぎ、同棲しませんか? 3		中村ユキチ 著			小学館		2017.10				Cheese!フラワーコミックス				¥429	
978-4-09-139507-8	ラブ→マウント 1		浅野あや 著			小学館		2017.10				Cheese!フラワーコミックス				¥429	
978-4-09-139508-5	オトナのはじめて		朝田とも 著			小学館		2017.10				Cheese!フラワーコミックス				¥429	
978-4-09-139510-8	恋降るカラフル 8	ぜんぶキミとはじめて	水瀬藍 著			小学館		2017.10				Sho‐Comiフラワーコミックス				¥429	
978-4-09-139548-1	はにかむハニー 2		白石ユキ 著			小学館		2017.10				Sho‐Comiフラワーコミックス				¥429	
978-4-09-139549-8	つつぬけラブレター		島袋ユミ 著			小学館		2017.10				Sho‐Comiフラワーコミックス				¥429	
978-4-09-139550-4	レオン君は今日も止まらないっ		小泉蓮 著			小学館		2017.10				Sho‐Comiフラワーコミックス				¥429	
978-4-09-139556-6	影姫の婚礼 1		京町妃紗 著			小学館		2017.10				Sho‐Comiフラワーコミックス				¥429	
978-4-09-139557-3	帝都初恋心中 2		蜜樹みこ 著			小学館		2017.10				Sho‐Comiフラワーコミックス				¥429	
978-4-09-139567-2	青楼オペラ 7		桜小路かのこ 著			小学館		2017.10				ベツコミフラワーコミックス				¥429	
978-4-09-139587-0	ゲキカワ♥デビル Vol.3		やぶうち優			小学館		2017.10				ちゃおコミックス				¥429	
978-4-09-139588-7	ハピコン! 3	王子と世界一ハッピーな結婚	八神千歳 著			小学館		2017.10				ちゃおコミックス				¥429	
978-4-09-139589-4	スイーツ怪盗バニラムーン 2		にしむらともこ			小学館		2017.10				ちゃおコミックス				¥429	
978-4-09-139590-0	まんが日本おかしばなし		えびなしお 著			小学館		2017.10				ちゃおコミックス				¥429	
978-4-09-142325-2	エスパー魔美 9		藤子・F・不二雄 著			小学館		2017.10				てんとう虫コミックス				¥429	
978-4-09-142479-2	新日ファンタジー 1		小田扉 著	新日本プロレス 協力		小学館		2017.10				コロコロアニキコミックス				¥552	
978-4-09-142480-8	スーパーマリオくん傑作選		沢田ユキオ 著			小学館		2017.10				コロコロアニキコミックス				¥583	
978-4-09-142495-2	100%パスカル先生 6		永井ゆうじ			小学館		2017.10				コロコロコミックス				¥429	
978-4-09-142497-6	野球の星メットマン 4		むぎわらしんたろう 著			小学館		2017.10				コロコロコミックス				¥429	
978-4-09-142498-3	学校料理人三つ星くん		ラーメン若 著			小学館		2017.9				コロコロコミックス				¥429	
978-4-09-142530-0	妖怪ウォッチ 13		小西紀行 著	レベルファイブ 原作・監修		小学館		2017.10	1冊(ページ付なし)	18cm		コロコロコミックス			ゴゴゴゴッドファーザー編	¥429	
978-4-09-151584-1	土竜の唄 55		高橋のぼる			小学館		2017.10				ヤングサンデーコミックス				¥552	
978-4-09-189456-4	蒼ざめた馬 上	名探偵・英玖保嘉門の推理手帖	星野泰視 著	アガサ・クリスティー 原作		小学館		2017.9				ビッグコミックススペシャル				¥600	
978-4-09-189637-7	浜咲さんなら引いている 1		水谷ふみ 画	瀬戸内ワタリ 作		小学館		2017.10				ビッグコミックス				¥552	
978-4-09-189638-4	メメント飛日常		カラシユニコ 著			小学館		2017.10				ビッグコミックス				¥552	
978-4-09-189644-5	しあわせアフロ田中 8		のりつけ雅春 著			小学館		2017.10				ビッグコミックス				¥552	
